hockeyRef,name,team,pos,stats/gp,stats/goals,stats/assists,stats/pim,stats/plusMinus,stats/ppg,stats/shg,stats/gwg,stats/how,stats/fol,stats/shots,stats/blocks,stats/hits,stats/toi,stats/take,stats/give,stats/wins,stats/losses,stats/ties,stats/ga,stats/sa,stats/so,stats/toughness,stats/dstat,stats/gstat
stephch02,"no-name",SEA,C,9,2,3,0,-1,1,0,0,91,93,15,10,1,185,4,11,,,,,,,1,9.166666666666668,0
tarasvl01,"no-name",MIN,RW,10,1,4,0,-6,0,0,0,0,0,14,4,5,159,4,7,,,,,,,5,6.3,0
tippeow01,"no-name",PHI,RW,8,5,0,6,0,1,0,0,0,0,25,3,16,134,1,8,,,,,,,22,0.4666666666666668,0
toewsjo01,"no-name",WPG,C,9,2,3,8,-5,1,0,0,84,45,8,7,1,144,2,5,,,,,,,9,8.8,0
troubja01,"no-name",ANA,D,8,2,3,0,8,0,0,0,0,0,11,19,24,166,3,7,,,,,,,24,23.3,0
wrighsh01,"no-name",SEA,C,9,2,3,0,1,1,0,0,36,57,15,6,8,132,0,11,,,,,,,8,-0.5999999999999996,0
zibanmi01,"no-name",NYR,C,10,3,2,2,-8,2,1,0,73,63,36,6,12,207,5,16,,,,,,,14,1.9000000000000004,0
applema01,"no-name",DET,C,9,3,1,12,0,0,0,1,1,1,10,4,9,130,0,3,,,,,,,21,5.333333333333333,0
arvidvi01,"no-name",BOS,LW,10,1,3,6,0,0,0,0,3,2,21,5,8,137,3,3,,,,,,,14,9.566666666666666,0
berggjo02,"no-name",DET,RW,5,2,2,2,-2,1,0,0,0,0,10,0,5,61,0,1,,,,,,,7,1.0333333333333332,0
bouchev01,"no-name",EDM,D,10,1,3,6,-9,1,0,0,0,0,30,16,4,241,5,18,,,,,,,10,15.05,0
burakan01,"no-name",CHI,LW,8,2,2,6,-3,1,0,1,0,3,9,1,5,136,5,5,,,,,,,11,5.533333333333333,0
burnsbr01,"no-name",COL,D,10,0,4,8,0,0,0,0,0,0,26,14,3,203,4,6,,,,,,,11,22.15,0
byrambo01,"no-name",BUF,D,9,1,3,4,-1,0,0,0,0,0,10,11,8,208,1,10,,,,,,,12,12.4,0
carrisa01,"no-name",NYR,C,10,0,4,5,3,0,0,0,40,47,19,8,14,128,1,2,,,,,,,19,11.266666666666666,0
coleia01,"no-name",UTA,D,10,1,3,8,9,0,0,0,0,0,5,26,14,188,1,10,,,,,,,22,26.4,0
coltoro01,"no-name",COL,C,10,1,3,5,-1,0,0,0,7,7,17,5,28,121,3,6,,,,,,,33,6.033333333333333,0
coppan01,"no-name",DET,C,9,1,3,2,-3,0,0,0,32,38,12,8,7,134,1,9,,,,,,,9,4.466666666666667,0
coylech01,"no-name",CBJ,C,8,1,3,0,-3,0,0,0,61,55,12,4,14,136,4,4,,,,,,,14,8.533333333333333,0
deangan01,"no-name",NYI,D,8,1,3,2,-1,0,0,0,0,0,16,8,5,150,1,10,,,,,,,7,6.5,0
debruja01,"no-name",VAN,LW,10,2,2,2,4,2,0,0,1,2,31,5,8,172,1,5,,,,,,,10,6.733333333333333,0
dellaty01,"no-name",SJS,C,9,0,4,2,-2,0,0,0,56,49,4,5,24,118,3,5,,,,,,,26,6.933333333333334,0
dewarco01,"no-name",PIT,C,9,3,1,0,2,0,0,1,1,0,15,5,19,118,1,3,,,,,,,19,6.933333333333334,0
dvorach01,"no-name",PHI,C,8,2,2,6,5,0,0,0,42,31,14,5,7,126,2,4,,,,,,,13,7.2,0
ekholma01,"no-name",EDM,D,10,0,4,4,-7,0,0,0,0,0,18,25,7,203,5,17,,,,,,,11,23.15,0
evanglu01,"no-name",NSH,RW,9,0,4,2,-1,0,0,0,0,0,14,3,1,119,4,7,,,,,,,3,3.966666666666667,0
faulkju01,"no-name",STL,D,8,1,3,4,1,1,0,0,0,0,14,16,9,187,3,6,,,,,,,13,22.35,0
feherma01,"no-name",WSH,D,9,1,3,4,1,0,0,0,0,0,15,17,17,173,0,11,,,,,,,21,14.65,0
forslgu02,"no-name",FLA,D,10,0,4,0,3,0,0,0,0,0,12,9,12,224,3,6,,,,,,,12,17.2,0
gaudead01,"no-name",SJS,C,9,3,1,8,-3,1,0,0,25,22,12,0,5,96,2,2,,,,,,,13,3.2,0
hamildo01,"no-name",NJD,D,9,3,1,4,1,2,0,1,0,0,24,16,12,200,2,16,,,,,,,16,12,0
haulaer01,"no-name",NSH,LW,10,2,2,14,-1,0,0,0,66,61,9,3,16,155,5,6,,,,,,,30,7.166666666666667,0
heiskmi01,"no-name",DAL,D,9,2,2,2,0,1,0,1,0,0,24,14,3,227,6,14,,,,,,,5,17.35,0
helledr01,"no-name",ANA,D,8,2,2,0,-3,0,0,0,0,0,12,7,5,151,4,7,,,,,,,5,11.55,0
iafalal01,"no-name",WPG,C,9,2,2,2,-2,2,0,1,5,2,19,7,10,141,1,4,,,,,,,12,8.7,0
johnske01,"no-name",CBJ,C,8,2,2,0,0,0,0,0,0,0,16,4,1,122,2,9,,,,,,,1,1.0666666666666664,0
johnsro02,"no-name",ANA,LW,7,1,3,24,2,0,0,0,1,2,2,1,17,59,0,6,,,,,,,41,-3.033333333333333,0
kaneev01,"no-name",VAN,LW,10,0,4,12,-2,0,0,0,3,8,25,7,24,170,2,9,,,,,,,36,5.666666666666667,0
konectr01,"no-name",PHI,RW,8,1,3,7,0,0,0,1,3,6,15,7,12,151,5,15,,,,,,,19,2.033333333333333,0
kopitan01,"no-name",LAK,C,6,0,4,2,4,0,0,0,64,53,11,8,9,113,3,11,,,,,,,11,3.7666666666666666,0
letankr01,"no-name",PIT,D,9,1,3,4,6,1,0,0,0,0,11,14,12,191,2,15,,,,,,,16,10.55,0
lindees01,"no-name",DAL,D,9,1,3,2,4,0,0,0,0,0,9,18,7,202,4,13,,,,,,,9,19.1,0
mangian01,"no-name",EDM,LW,10,3,1,0,-5,0,0,1,0,1,8,6,6,155,1,9,,,,,,,6,3.166666666666667,0
marchma01,"no-name",SEA,F,8,1,3,4,-2,0,0,1,3,7,12,3,10,126,4,16,,,,,,,14,-4.8,0
martijo01,"no-name",CAR,LW,8,0,4,0,5,0,0,0,2,3,12,5,16,115,2,7,,,,,,,16,3.8333333333333335,0
mccanja01,"no-name",SEA,C,5,3,1,0,0,0,0,1,2,1,14,4,7,86,0,1,,,,,,,7,5.866666666666667,0
milleka01,"no-name",CAR,D,6,2,2,8,1,1,0,0,0,1,14,8,6,141,2,10,,,,,,,14,7.05,0
montobr01,"no-name",SEA,D,5,0,4,5,4,0,0,0,0,0,14,12,8,114,3,7,,,,,,,13,13.7,0
mooretr01,"no-name",LAK,LW,10,3,1,4,0,0,1,0,2,1,21,6,4,160,4,14,,,,,,,8,1.333333333333333,0
namesvl01,"no-name",WPG,C,9,3,1,0,1,1,0,0,28,47,10,5,10,132,3,8,,,,,,,10,4.4,0
nesteni02,"no-name",ANA,C,6,0,4,0,3,0,0,0,2,2,5,3,14,75,0,2,,,,,,,14,3.5,0
nikisal01,"no-name",CAR,D,8,1,3,6,8,0,0,0,0,0,12,12,21,144,3,9,,,,,,,27,13.2,0
novakth01,"no-name",PIT,C,9,1,3,0,0,1,0,1,9,12,12,5,3,107,2,5,,,,,,,3,5.566666666666666,0
parayco01,"no-name",STL,D,8,0,4,2,0,0,0,0,0,0,15,17,11,186,5,11,,,,,,,13,20.3,0
pulocry01,"no-name",NYI,D,8,0,4,0,3,0,0,0,0,0,9,16,8,157,0,12,,,,,,,8,11.85,0
raddyta01,"no-name",NYR,RW,10,4,0,2,3,0,1,0,0,2,12,2,9,120,4,3,,,,,,,11,7,0
reichlu01,"no-name",2TM,LW,7,2,2,2,-2,0,0,0,12,18,9,4,1,81,1,6,,,,,,,3,1.7000000000000002,0
robiner01,"no-name",CAR,LW,7,3,1,0,2,0,0,0,0,1,9,1,9,69,1,3,,,,,,,9,1.2999999999999998,0
rustbr01,"no-name",PIT,RW,7,1,3,4,2,0,0,0,0,0,16,12,1,143,1,6,,,,,,,5,11.766666666666666,0
sanhetr01,"no-name",PHI,D,8,1,3,4,1,0,0,0,0,0,10,19,8,211,2,10,,,,,,,12,21.55,0
seguity01,"no-name",DAL,C,9,2,2,2,1,0,0,0,48,41,13,4,6,150,2,5,,,,,,,8,6,0
skinnje01,"no-name",SJS,LW,8,3,1,2,-5,0,0,0,1,2,20,1,4,111,0,9,,,,,,,6,-4.3,0
spencjo01,"no-name",OTT,D,4,0,4,0,1,0,0,0,0,0,8,3,7,73,0,7,,,,,,,7,-0.3500000000000001,0
stanklo01,"no-name",CAR,C,8,2,2,4,3,0,0,0,53,65,18,3,2,129,3,3,,,,,,,6,7.3,0
stanllo01,"no-name",WPG,D,9,2,2,16,1,0,0,1,0,0,6,15,19,143,3,9,,,,,,,35,16.15,0
stastsp01,"no-name",NSH,D,10,1,3,0,0,0,0,0,0,0,8,9,1,151,5,8,,,,,,,1,13.55,0
suterpi01,"no-name",STL,F,8,3,1,4,2,0,0,0,41,48,14,5,7,130,4,3,,,,,,,11,10.333333333333332,0
toffoty01,"no-name",SJS,C,9,3,1,0,-5,2,0,0,1,2,20,5,9,155,0,7,,,,,,,9,3.166666666666667,0
verhaca01,"no-name",FLA,C,10,2,2,0,-4,1,0,1,5,5,28,3,6,177,4,4,,,,,,,6,8.9,0
werenza01,"no-name",CBJ,D,8,1,3,0,6,0,0,0,0,0,29,12,7,209,3,17,,,,,,,7,8.45,0
wothepa01,"no-name",PIT,D,9,0,4,8,3,0,0,0,0,0,8,13,8,187,5,12,,,,,,,16,15.35,0
yorkca01,"no-name",PHI,D,5,0,4,2,0,0,0,0,0,0,2,10,0,123,3,8,,,,,,,2,11.15,0
astonza01,"no-name",CBJ,C,8,0,3,2,1,0,0,0,1,9,8,4,21,82,1,3,,,,,,,23,4.733333333333333,0
bahlke01,"no-name",CGY,D,10,1,2,8,3,0,0,1,0,0,9,16,8,206,9,16,,,,,,,16,19.3,0
barroju01,"no-name",NSH,D,10,0,3,2,0,0,0,0,0,0,6,13,7,151,0,13,,,,,,,9,7.55,0
bjorkol01,"no-name",TBL,RW,9,1,2,2,1,1,0,0,4,2,11,3,6,129,0,9,,,,,,,8,-1.7000000000000002,0
bourqma01,"no-name",DAL,C,9,1,2,2,-4,0,0,0,0,7,17,7,4,130,1,4,,,,,,,6,8.333333333333332,0
buntimi01,"no-name",NSH,LW,10,2,1,2,-2,0,0,0,3,6,11,5,4,144,0,9,,,,,,,6,0.7999999999999998,0
carcomi01,"no-name",UTA,F,8,2,1,2,-1,0,0,0,0,1,17,3,7,80,0,1,,,,,,,9,4.666666666666666,0
carriwi01,"no-name",CAR,LW,7,1,2,2,5,0,0,1,0,0,6,1,14,72,1,5,,,,,,,16,-0.6000000000000001,0
chytifi01,"no-name",VAN,C,6,3,0,6,0,0,0,1,36,40,15,4,3,93,2,3,,,,,,,9,6.1,0
coronma01,"no-name",CGY,RW,9,2,1,6,-9,1,0,0,2,9,20,3,1,156,2,5,,,,,,,7,5.2,0
cowanea01,"no-name",TOR,RW,6,0,3,0,3,0,0,0,0,0,8,1,8,74,0,9,,,,,,,8,-5.533333333333333,0
crozima01,"no-name",TBL,D,4,0,3,2,2,0,0,0,0,0,4,2,6,52,1,1,,,,,,,8,4.6,0
danauph01,"no-name",LAK,C,10,0,3,2,2,0,0,0,86,75,13,2,10,176,1,6,,,,,,,12,2.8666666666666663,0
doughdr01,"no-name",LAK,D,10,0,3,2,1,0,0,0,0,0,14,13,6,238,5,17,,,,,,,8,12.9,0
dowdni01,"no-name",WSH,C,9,1,2,4,0,0,0,0,59,63,9,4,16,135,3,7,,,,,,,20,4.5,0
drysdja01,"no-name",PHI,D,8,0,3,4,-1,0,0,0,0,0,7,12,3,178,0,3,,,,,,,7,17.9,0
duclaan01,"no-name",NYI,LW,8,2,1,0,1,1,0,0,0,0,13,6,0,125,1,5,,,,,,,0,6.166666666666667,0
edmunjo01,"no-name",LAK,D,10,0,3,6,6,0,0,0,0,0,9,9,14,170,2,10,,,,,,,20,9.5,0
edvinsi01,"no-name",DET,D,9,3,0,12,-2,0,0,1,0,0,11,25,9,184,2,10,,,,,,,21,26.2,0
ehlerni01,"no-name",CAR,LW,8,0,3,4,2,0,0,0,4,3,22,3,4,141,1,7,,,,,,,8,1.7000000000000002,0
ekblaaa01,"no-name",FLA,D,10,1,2,6,0,1,0,1,0,0,16,16,11,237,3,5,,,,,,,17,25.85,0
ellerla01,"no-name",OTT,C,9,1,2,0,-1,0,0,0,53,42,12,5,9,124,2,4,,,,,,,9,7.133333333333334,0
faberbr01,"no-name",MIN,D,10,0,3,0,-4,0,0,0,0,0,23,18,4,230,6,11,,,,,,,4,24.5,0
faksara01,"no-name",DAL,C,9,1,2,2,-3,0,0,0,44,40,5,7,14,109,2,3,,,,,,,16,9.633333333333333,0
farabjo01,"no-name",CGY,LW,10,0,3,2,-4,0,0,0,4,9,21,6,15,179,1,7,,,,,,,17,5.966666666666667,0
gadjojo01,"no-name",FLA,LW,10,0,3,7,2,0,0,0,0,0,8,3,30,79,3,3,,,,,,,37,5.633333333333333,0
goncaga01,"no-name",TBL,C,9,0,3,2,-1,0,0,0,0,3,4,7,11,111,3,9,,,,,,,13,4.7,0
grafco01,"no-name",SJS,F,8,1,2,0,2,0,1,0,0,0,7,4,10,120,3,7,,,,,,,10,4,0
greigri01,"no-name",OTT,C,9,1,2,6,-1,1,0,0,29,23,12,7,11,154,2,4,,,,,,,17,10.133333333333333,0
haytoba01,"no-name",UTA,C,8,1,2,4,6,0,0,0,48,41,8,3,1,126,3,5,,,,,,,5,5.2,0
henriad01,"no-name",EDM,C,10,2,1,2,-1,0,0,0,55,35,17,12,6,132,2,8,,,,,,,8,10.4,0
hollody01,"no-name",STL,C,8,1,2,2,-8,0,0,0,2,2,16,4,22,153,0,4,,,,,,,24,5.1,0
holmbpo01,"no-name",TBL,RW,9,1,2,8,2,0,0,1,9,19,8,4,14,111,1,2,,,,,,,22,6.7,0
jarnkca01,"no-name",TOR,C,8,3,0,2,-5,0,0,0,4,0,10,2,3,90,0,3,,,,,,,5,2,0
jeannta01,"no-name",BOS,F,10,2,1,11,-3,0,0,0,2,1,13,9,18,127,0,6,,,,,,,29,7.233333333333333,0
jokihhe01,"no-name",BOS,D,10,0,3,4,-1,0,0,0,0,0,9,12,7,179,0,12,,,,,,,11,8.95,0
joshuda01,"no-name",TOR,C,9,2,1,2,-6,0,0,0,1,4,10,6,30,104,2,3,,,,,,,32,8.466666666666667,0
kastema01,"no-name",BOS,C,10,2,1,7,1,0,0,1,40,25,12,15,21,124,6,7,,,,,,,28,18.133333333333333,0
klapkad01,"no-name",CGY,F,10,1,2,25,1,0,0,0,1,5,11,3,34,104,1,2,,,,,,,59,5.466666666666667,0
kotkaje01,"no-name",CAR,C,6,1,2,0,2,0,0,0,31,30,5,6,7,62,2,3,,,,,,,7,7.066666666666666,0
krebspe01,"no-name",BUF,C,9,0,3,8,-3,0,0,0,23,29,11,3,21,117,3,4,,,,,,,29,5.9,0
kuralse01,"no-name",BOS,C,10,1,2,6,2,0,0,0,50,55,15,7,10,138,4,10,,,,,,,16,5.6,0
labano01,"no-name",NYR,C,10,1,2,0,2,0,0,0,33,30,9,10,9,112,2,3,,,,,,,9,12.733333333333334,0
laferal01,"no-name",LAK,RW,10,2,1,4,-3,0,0,0,19,33,23,6,26,154,2,12,,,,,,,30,1.1333333333333337,0
lafreal01,"no-name",NYR,LW,10,1,2,4,-10,0,0,1,0,4,26,7,16,181,3,3,,,,,,,20,13.033333333333333,0
lundkni01,"no-name",DAL,D,4,1,2,2,0,0,0,0,0,0,2,5,3,63,0,6,,,,,,,5,2.15,0
maccema01,"no-name",TOR,LW,9,2,1,0,2,0,0,0,2,0,8,3,1,126,3,7,,,,,,,1,3.2,0
mateyde01,"no-name",CBJ,D,8,2,1,0,2,0,0,0,0,0,13,8,9,140,2,5,,,,,,,9,12,0
mayfisc01,"no-name",NYI,D,8,0,3,29,4,0,0,0,0,0,9,14,3,147,2,9,,,,,,,32,14.35,0
mccabja01,"no-name",TOR,D,9,1,2,7,5,0,0,0,0,0,6,25,15,187,0,13,,,,,,,22,21.35,0
mccarmi01,"no-name",NSH,RW,10,1,2,16,0,0,0,0,75,66,12,10,27,148,2,4,,,,,,,43,12.933333333333334,0
mcmanbo02,"no-name",TOR,F,9,2,1,4,0,0,0,0,2,0,12,5,33,142,0,3,,,,,,,37,6.733333333333333,0
mcmicco01,"no-name",WSH,C,9,1,2,4,-2,1,0,0,40,45,20,3,4,136,3,5,,,,,,,8,5.533333333333333,0
michkma01,"no-name",PHI,RW,8,1,2,8,1,0,0,0,0,0,14,1,6,120,3,12,,,,,,,14,-4,0
misami01,"no-name",SJS,F,5,1,2,2,0,0,0,0,14,10,4,3,2,61,0,3,,,,,,,4,2.033333333333333,0
monahse01,"no-name",CBJ,C,8,0,3,2,7,0,0,0,89,77,22,1,6,154,2,8,,,,,,,8,0.13333333333333375,0
myersty01,"no-name",VAN,D,10,1,2,8,1,0,0,0,0,0,10,25,14,210,0,12,,,,,,,22,23.5,0
nelsobr01,"no-name",COL,C,10,2,1,8,5,0,0,1,80,94,16,9,9,193,3,7,,,,,,,17,11.433333333333334,0
nymanja01,"no-name",SEA,RW,9,3,0,0,2,1,0,0,2,0,9,2,10,95,1,2,,,,,,,10,4.166666666666666,0
nyquigu01,"no-name",WPG,RW,9,0,3,0,0,0,0,0,5,4,12,5,6,120,2,6,,,,,,,6,5,0
parssju01,"no-name",NYR,C,6,2,1,2,3,0,0,0,4,5,5,5,6,49,0,3,,,,,,,8,3.6333333333333333,0
pearsta01,"no-name",WPG,LW,9,2,1,8,1,0,0,0,1,1,7,7,10,99,0,8,,,,,,,18,2.3,0
perbini01,"no-name",NSH,D,10,2,1,4,0,0,0,0,0,0,15,16,5,206,2,12,,,,,,,9,16.3,0
perryco01,"no-name",LAK,RW,4,2,1,2,2,1,0,0,2,1,6,2,0,55,0,2,,,,,,,2,1.8333333333333333,0
pescebr01,"no-name",NJD,D,9,0,3,2,3,0,0,0,0,0,8,24,4,176,2,4,,,,,,,6,30.8,0
philpno01,"no-name",EDM,F,6,2,1,2,-2,0,0,0,24,22,6,1,9,68,3,3,,,,,,,11,3.2666666666666666,0
poehlry01,"no-name",ANA,C,8,1,2,2,0,0,0,0,38,36,5,3,2,81,2,2,,,,,,,4,5.7,0
powerow01,"no-name",BUF,D,8,1,2,2,-3,0,0,0,0,0,13,6,6,177,3,8,,,,,,,8,9.85,0
provoiv01,"no-name",CBJ,D,8,1,2,2,5,0,0,0,0,0,18,13,4,193,4,7,,,,,,,6,19.65,0
raddyda01,"no-name",TBL,D,6,1,2,2,-4,0,0,0,0,0,12,4,5,93,1,5,,,,,,,7,4.65,0
reillmi01,"no-name",CAR,D,6,0,3,0,5,0,0,0,0,0,13,9,2,108,0,3,,,,,,,2,11.4,0
rinzesa01,"no-name",CHI,D,9,1,2,6,2,0,0,0,0,0,13,13,11,185,2,16,,,,,,,17,8.25,0
rosloja01,"no-name",EDM,C,8,1,2,0,3,0,0,0,6,9,18,3,3,120,3,5,,,,,,,3,5,0
royni01,"no-name",TOR,C,9,1,2,4,-3,0,0,0,47,43,9,7,12,118,3,11,,,,,,,16,2.933333333333333,0
sassoma01,"no-name",VAN,F,7,3,0,0,1,0,0,0,8,22,7,8,3,68,2,3,,,,,,,3,9.266666666666666,0
schenbr01,"no-name",STL,C,8,1,2,6,-10,0,0,0,68,54,10,2,27,136,1,9,,,,,,,33,-1.4666666666666668,0
severda01,"no-name",CBJ,D,8,1,2,0,6,0,0,0,0,0,9,8,8,158,3,7,,,,,,,8,11.9,0
shabama01,"no-name",NYI,F,6,1,2,0,-3,0,0,0,0,0,8,0,5,70,1,5,,,,,,,5,-1.6666666666666665,0
shearco01,"no-name",NYR,LW,10,0,3,2,-2,0,0,0,3,0,13,7,3,163,3,9,,,,,,,5,6.433333333333334,0
smithco02,"no-name",NSH,F,10,3,0,8,0,0,0,1,0,4,14,3,31,145,3,5,,,,,,,39,5.833333333333333,0
staaljo01,"no-name",CAR,C,8,3,0,2,4,0,0,0,99,67,9,3,13,121,2,6,,,,,,,15,3.033333333333333,0
theodsh01,"no-name",VEG,D,9,0,3,2,1,0,0,0,0,0,19,23,0,216,3,11,,,,,,,2,25.8,0
tkachbr01,"no-name",OTT,LW,3,0,3,4,1,0,0,0,8,3,10,0,10,49,1,4,,,,,,,14,-1.3666666666666667,0
tomasda01,"no-name",EDM,F,9,1,2,6,-2,0,0,0,6,9,17,1,6,113,1,4,,,,,,,12,1.7666666666666666,0
tuckety01,"no-name",STL,D,8,1,2,14,1,0,0,0,0,0,9,7,11,101,0,8,,,,,,,25,4.05,0
walkena01,"no-name",STL,C,8,1,2,2,1,0,0,0,7,9,11,4,29,103,1,3,,,,,,,31,5.433333333333334,0
walmaja01,"no-name",EDM,D,4,1,2,0,2,1,0,1,0,0,4,9,2,80,2,5,,,,,,,2,10,0
wennbal01,"no-name",SJS,C,9,1,2,0,-8,1,0,0,65,68,9,8,3,179,3,10,,,,,,,3,6.966666666666667,0
zadorni01,"no-name",BOS,D,10,1,2,10,3,0,0,0,0,0,8,20,43,213,3,12,,,,,,,53,21.65,0
acciano01,"no-name",PIT,C,8,0,2,2,3,0,0,0,39,23,8,9,16,110,2,1,,,,,,,18,13.666666666666666,0
anderjo05,"no-name",MTL,RW,10,1,1,4,-1,0,0,0,5,1,12,6,12,151,0,6,,,,,,,16,5.033333333333333,0
anderra01,"no-name",CGY,D,10,2,0,6,1,1,0,0,0,0,26,13,6,234,2,12,,,,,,,12,14.7,0
bainsar01,"no-name",VAN,F,10,0,2,2,0,0,0,0,2,7,6,2,10,96,2,6,,,,,,,12,1.2000000000000002,0
beauvan01,"no-name",WSH,LW,9,1,1,2,4,0,0,1,0,2,18,1,14,124,2,5,,,,,,,16,2.1333333333333337,0
bennesa01,"no-name",FLA,C,10,1,1,8,-9,1,0,0,69,72,21,4,22,175,4,8,,,,,,,30,5.833333333333333,0
borgewi01,"no-name",NYR,D,10,0,2,4,2,0,0,0,0,0,12,15,14,186,3,9,,,,,,,18,18.3,0
brobeph01,"no-name",STL,D,8,1,1,2,-2,0,0,0,0,0,8,3,2,174,2,11,,,,,,,4,2.6999999999999993,0
brodijo01,"no-name",MIN,D,9,1,1,2,-2,0,0,0,0,0,6,17,1,190,1,8,,,,,,,3,19.5,0
carlobr01,"no-name",TOR,D,9,0,2,4,2,0,0,0,0,0,11,9,5,173,0,7,,,,,,,9,10.65,0
cattobe01,"no-name",SEA,F,4,0,2,0,3,0,0,0,1,0,7,3,1,53,2,3,,,,,,,1,3.7666666666666666,0
cecico01,"no-name",LAK,D,10,1,1,0,-4,0,0,0,0,0,13,13,5,178,2,7,,,,,,,5,16.9,0
chatfja01,"no-name",CAR,D,8,0,2,8,3,0,0,0,0,0,11,12,8,164,0,7,,,,,,,16,13.2,0
chiarbe01,"no-name",DET,D,9,0,2,0,0,0,0,0,0,0,9,18,17,192,4,12,,,,,,,17,19.6,0
chinaye01,"no-name",CBJ,RW,5,1,1,0,0,0,0,0,0,0,10,2,3,45,2,1,,,,,,,3,4.5,0
cizikca01,"no-name",NYI,C,8,1,1,4,-4,0,0,0,24,44,5,5,21,80,0,4,,,,,,,25,3.6666666666666665,0
cousini01,"no-name",OTT,C,9,1,1,6,0,0,0,0,2,4,7,5,18,102,0,8,,,,,,,24,0.3999999999999999,0
crevilo01,"no-name",CHI,D,8,1,1,21,3,0,0,0,0,0,8,4,11,94,1,4,,,,,,,32,5.7,0
crousla01,"no-name",UTA,LW,10,1,1,2,-1,0,0,0,2,3,19,4,28,146,1,10,,,,,,,30,-0.13333333333333375,0
cuyllwi01,"no-name",NYR,LW,10,1,1,10,-4,1,0,0,4,2,21,7,42,172,2,3,,,,,,,52,11.733333333333334,0
dachco01,"no-name",CHI,C,9,0,2,2,-4,0,0,0,5,8,11,4,38,121,4,7,,,,,,,40,5.033333333333333,0
dachki01,"no-name",MTL,C,7,1,1,0,0,0,0,0,19,30,9,8,8,94,2,3,,,,,,,8,10.133333333333333,0
dickija01,"no-name",CHI,C,6,1,1,2,2,0,0,0,60,42,8,5,5,88,2,6,,,,,,,7,3.933333333333333,0
druryja01,"no-name",COL,C,10,1,1,6,-2,0,0,0,80,60,13,8,4,144,2,4,,,,,,,10,10.8,0
duchema01,"no-name",DAL,C,4,1,1,0,0,1,0,1,12,11,3,4,2,57,1,1,,,,,,,2,5.9,0
edstrad01,"no-name",NYR,C,10,0,2,0,1,0,0,0,0,0,7,4,22,101,2,6,,,,,,,22,3.3666666666666667,0
emberty01,"no-name",EDM,D,10,0,2,0,3,0,0,0,0,0,9,17,11,157,2,9,,,,,,,11,17.85,0
evansja02,"no-name",MTL,C,10,1,1,10,-3,0,0,0,85,68,15,12,11,162,2,12,,,,,,,21,7.4,0
ferrama01,"no-name",SJS,D,9,1,1,2,-7,0,0,0,0,0,12,21,19,192,3,10,,,,,,,21,23.6,0
foligni01,"no-name",CHI,LW,6,0,2,9,-3,0,0,0,38,38,7,5,15,89,0,3,,,,,,,24,4.966666666666667,0
fowleca01,"no-name",STL,D,8,0,2,2,-5,0,0,0,0,0,15,5,1,184,2,6,,,,,,,3,10.2,0
gavrivl01,"no-name",NYR,D,10,0,2,6,2,0,0,0,0,0,13,17,2,233,4,7,,,,,,,8,25.65,0
glassco01,"no-name",NJD,C,6,2,0,6,1,1,0,0,25,37,9,2,3,75,0,3,,,,,,,9,1.5,0
glendlu01,"no-name",NJD,C,9,0,2,0,-3,0,0,0,61,62,5,8,14,93,1,4,,,,,,,14,8.1,0
gourdya01,"no-name",TBL,C,9,2,0,6,1,0,0,0,32,42,14,2,16,143,1,10,,,,,,,22,-2.2333333333333334,0
gudasra01,"no-name",ANA,D,7,0,2,2,-5,0,0,0,0,0,8,12,23,109,2,6,,,,,,,25,13.45,0
guhleka01,"no-name",MTL,D,5,1,1,7,1,0,0,1,0,0,7,5,16,96,3,7,,,,,,,23,5.8,0
hallafi01,"no-name",PIT,C,8,1,1,2,1,0,1,1,0,1,12,1,1,97,1,8,,,,,,,3,-2.7666666666666666,0
harrijo01,"no-name",BOS,D,5,1,1,0,0,0,0,0,0,0,9,3,4,78,1,5,,,,,,,4,2.9,0
huberjo01,"no-name",CGY,LW,5,1,1,2,0,1,0,0,1,1,7,2,3,98,1,2,,,,,,,5,4.266666666666667,0
huttobe01,"no-name",VEG,D,8,0,2,5,1,0,0,0,0,0,13,9,5,125,3,8,,,,,,,10,10.25,0
jenseni02,"no-name",OTT,D,9,0,2,4,-3,0,0,0,0,0,7,11,10,167,1,9,,,,,,,14,11.35,0
johanal01,"no-name",DET,D,9,0,2,0,1,0,0,0,0,0,10,12,10,134,4,10,,,,,,,10,12.7,0
josepma01,"no-name",STL,RW,8,0,2,2,-1,0,0,0,1,2,11,4,18,102,4,5,,,,,,,20,6.4,0
kaisewy01,"no-name",CHI,D,9,0,2,8,3,0,0,0,0,0,9,6,11,176,6,7,,,,,,,19,13.8,0
kapanka01,"no-name",EDM,RW,6,0,2,0,-2,0,0,0,0,1,4,4,16,73,1,4,,,,,,,16,3.433333333333333,0
karlsli01,"no-name",VAN,C,7,0,2,2,1,0,0,0,2,5,6,2,8,66,1,4,,,,,,,10,1.2000000000000002,0
kartyty01,"no-name",SEA,F,9,1,1,0,-1,0,0,0,0,1,6,4,27,106,2,8,,,,,,,27,1.5333333333333332,0
kellypa01,"no-name",COL,F,10,1,1,4,0,0,0,0,16,21,9,7,24,112,1,4,,,,,,,28,7.733333333333333,0
killoal01,"no-name",ANA,C,8,1,1,0,1,0,0,0,7,12,17,4,6,129,1,8,,,,,,,6,1.2999999999999998,0
