ID,Name,BirthDate,Pos,NHL
kempead01,Adrian Kempe,1996-09-13,LW,LAK
kerfoal01,Alexander Kerfoot,1994-08-11,C,UTA
kessema01,Matthew Kessel,2000-06-23,D,STL
kessemi01,Michael Kesselring,2000-01-13,D,BUF
kevanbe01,Ben Kevan,2007-01-03,RW,NJD
khusnma01,Marat Khusnutdinov,2002-07-17,C,BOS
kiiskje01,Jesse Kiiskinen,2005-08-23,RW,NSH
killoal01,Alex Killorn,1989-09-14,C/LW,ANA
kindebe01,Benjamin Kindel,2007-04-19,C,PIT
kirklju01,Justin Kirkland,1996-08-02,LW,CGY
kirscch01,Christian Kirsch,2006-06-18,G,SJS
kivirjo01,Joel Kiviranta,1996-03-23,F,COL
klapkad01,Adam Klapka,2000-09-14,F,CGY
klebead01,Adam Kleber,2006-03-24,D,BUF
klevety01,Tyler Kleven,2002-01-10,D,OTT
klingjo01,John Klingberg,1992-08-14,D,SJS
kniesma01,Matthew Knies,2002-10-17,LW,TOR
knighsp01,Spencer Knight,2001-04-19,G,CHI
koblati01,Tinus Luc Koblar,2007-07-21,C,TOR
kochepy01,Pyotr Kochetkov,1999-06-25,G,CAR
koepkco01,Cole Koepke,1998-05-17,LW,WPG
koivuvi01,Ville Koivunen,2003-06-13,RW,PIT
kokkoni01,Niklas Kokko,2004-03-14,G,SEA
koleske01,Keegan Kolesar,1997-04-08,RW,VEG
kolosal01,Aleksei Kolosov,2002-01-04,G,PHI
kolyavl01,Vladislav Kolyachonok,2001-05-26,D,FLA
konectr01,Travis Konecny,1997-03-11,C,PHI
konyubo01,Bogdan Konyushkov,2002-12-20,D,MTL
kopitan01,Anže Kopitar,1987-08-24,C,LAK
korchke01,Kevin Korchinski,2004-06-21,D,CHI
korczka01,Kaedan Korczak,2001-01-29,D,VEG
korpijo01,Joonas Korpisalo,1994-04-28,G,BOS
kotkaje01,Jesperi Kotkaniemi,2000-07-06,C,CAR
kovacjo01,Johnathan Kovacevic,1997-07-12,D,NJD
kovalni01,Nikolai Kovalenko,1999-10-17,RW,COL
kravtvi01,Vitali Kravtsov,1999-12-23,RW,NYR
krebspe01,Peyton Krebs,2001-01-26,C,BUF
kreidch01,Chris Kreider,1991-04-30,LW,ANA
kucheni01,Nikita Kucherov,1993-06-17,RW,TBL
kudryki01,Kirill Kudryavtsev,2004-02-05,D,VAN
kuempda01,Darcy Kuemper,1990-05-05,G,LAK
kulakbr01,Brett Kulak,1994-01-06,D,EDM
kulicji01,Jiri Kulich,2004-04-14,C,BUF
kulikdm01,Dmitry Kulikov,1990-10-29,D,FLA
kuninlu01,Luke Kunin,1997-12-04,C,FLA
kuralse01,Sean Kuraly,1993-01-20,C,BOS
kurasph01,Philipp Kurashev,1999-10-12,C,SJS
kuzmean01,Andrei Kuzmenko,1996-02-04,F,LAK
kylinol01,Oliver Kylington,1997-05-19,D,CGY
kyrouch01,Christian Kyrou,2003-09-16,D,DAL
kyroujo01,Jordan Kyrou,1998-05-05,C,STL
labanke01,Kevin Labanc,1995-12-12,RW,SJS
lachash01,Shane Lachance,2003-08-30,LW,NJD
lacomja01,Jackson LaCombe,2001-01-09,D,ANA
laferal01,Alex Laferriere,2001-10-28,RW,LAK
laffesa01,Sam Lafferty,1995-03-06,C/LW,CHI
lafreal01,Alexis Lafrenière,2001-10-11,LW,NYR
lafreto01,Tommy Lafreniere,2007-01-16,RW,EDM
lainepa01,Patrik Laine,1998-04-19,RW,MTL
lakovly01,Lynden Lakovic,2006-12-12,LW,WSH
lambebr01,Brad Lambert,2003-12-19,C,WPG
lamboca01,Carson Lambos,2003-01-14,D,MIN
lammiju01,Juho Lammikko,1996-01-29,RW,NJD
lamouma01,Maveric Lamoureux,2004-01-13,D,UTA
landega01,Gabriel Landeskog,1992-11-23,LW,COL
lankike01,Kevin Lankinen,1995-04-28,G,VAN
lapiehe01,Hendrix Lapierre,2002-02-09,C,WSH
lardini01,Nick Lardis,2005-07-08,LW,CHI
larkidy01,Dylan Larkin,1996-07-30,C,DET
larssad01,Adam Larsson,1992-11-12,D,SEA
laughsc01,Scott Laughton,1994-05-30,C,TOR
lauzoje01,Jeremy Lauzon,1997-04-28,D,VEG
lazarcu01,Curtis Lazar,1995-02-02,C/RW,EDM
leasobr01,Brett Leason,1999-04-30,RW,WSH
leddyni01,Nick Leddy,1991-03-20,D,SJS
leean01,Anders Lee,1990-07-03,LW,NYI
leery01,Ryker Lee,2006-11-08,RW,NSH
lehkoar01,Artturi Lehkonen,1995-07-04,LW,COL
leinoto02,Topias Leinonen,2004-01-25,G,BUF
lekkejo01,Jonathan Lekkerimaki,2004-07-24,RW,VAN
leonary01,Ryan Leonard,2005-01-21,RW,WSH
letankr01,Kris Letang,1987-04-24,D,PIT
letoude01,Dean Letourneau,2006-02-21,F,BOS
levide01,Devon Levi,2001-12-27,G,FLA
levshar01,Artyom Levshunov,2005-10-28,D,CHI
lewanda01,David Lewandowski,2007-02-20,LW,EDM
lheurza01,Zachary L'Heureux,2003-05-15,LW,NSH
liljeti01,Timothy Liljegren,1999-04-30,D,SJS
lindbca01,Carl Lindbom,2003-05-20,G,VEG
lindees01,Esa Lindell,1994-05-23,D,DAL
lindgch01,Charlie Lindgren,1993-12-18,G,WSH
lindgry01,Ryan Lindgren,1998-02-11,D,SEA
lindhel01,Elias Lindholm,1994-12-02,C,BOS
lindhha01,Hampus Lindholm,1994-01-20,D,BOS
lindsca01,Cayden Lindstrom,2006-02-03,F,CBJ
lindsth01,Theo Lindstein,2005-01-05,D,STL
lizotbl01,Blake Lizotte,1997-12-13,C,PIT
lohrema01,Mason Lohrei,2001-01-17,D,BOS
lombery01,Ryan Lomberg,1994-12-09,LW,CGY
lorenst01,Steven Lorentz,1996-04-13,C/LW,TOR
lowryad01,Adam Lowry,1993-03-29,LW,WPG
luchaje01,Jett Luchanko,2006-08-21,F,PHI
lucicmi01,Milan Lucic,1988-06-07,LW,STL
lundca01,Cameron Lund,2004-06-07,C,SJS
lundean01,Anton Lundell,2001-10-03,C,FLA
lundeis01,Isac Lundeström,1999-11-06,C,CBJ
lundkni01,Nils Lundkvist,2000-07-27,D,DAL
luneatr01,Tristan Luneau,2004-01-12,D,ANA
luostee01,Eetu Luostarinen,1998-09-02,C,FLA
luukkuk01,Ukko-Pekka Luukkonen,1999-03-09,G,BUF
lyonal01,Alex Lyon,1992-12-09,G,BUF
lyselfa01,Fabian Lysell,2003-01-19,RW,BOS
lyubuil01,Ilya Lyubushkin,1994-04-06,D,DAL
maattol01,Olli Määttä,1994-08-22,D,UTA
maccema01,Matias Maccelli,2000-10-14,LW,TOR
macdeku01,Kurtis MacDermid,1994-03-25,LW,OTT
macewza01,Zack MacEwen,1996-07-08,C,NJD
mackina01,Nathan MacKinnon,1995-09-01,C,COL
macleky01,Kyle MacLean,1999-04-29,F,NYI
mahurjo01,Josh Mahura,1998-05-05,D,SEA
mailllo01,Logan Mailloux,2003-04-15,D,STL
makarca01,Cale Makar,1998-10-30,D,COL
malatja01,James Malatesta,2003-05-31,LW,CBJ
malenbe01,Beck Malenstyn,1998-02-04,LW,BUF
malinsa01,Sam Malinski,1998-07-27,D,COL
malkiev01,Evgeni Malkin,1986-07-31,C,PIT
mancivi01,Victor Mancini,2002-05-26,D,VAN
mangian01,Andrew Mangiapane,1996-04-04,LW,EDM
mansojo01,Josh Manson,1991-10-07,D,COL
manthan01,Anthony Mantha,1994-09-16,RW,PIT
marchbr03,Brad Marchand,1988-05-11,LW,FLA
marchki01,Kirill Marchenko,2000-07-21,RW,CBJ
marchma01,Mason Marchment,1995-06-18,F,SEA
marinjo01,John Marino,1997-05-21,D,UTA
marjavi01,Viljami Marjala,2003-01-29,LW,BUF
marksja02,Jacob Markström,1990-01-31,G,NJD
marnemi01,Mitch Marner,1997-05-05,RW,VEG
marqumi01,Miguel Marques,2006-03-08,F,NSH
marrelu01,Luca Marrelli,2005-10-04,D,CBJ
martibr02,Brady Martin,2007-03-16,C,NSH
martiem01,Emil Martinsen Lilleberg,2001-02-02,D,TBL
martijo01,Jordan Martinook,1992-07-25,LW,CAR
martopo01,Porter Martone,2006-10-26,RW,PHI
massema01,Maxim Masse,2006-04-07,F,ANA
mateyde01,Denton Mateychuk,2004-07-12,D,CBJ
mathemi01,Mike Matheson,1994-02-27,D,MTL
matinni01,Nikolas Matinpalo,1998-10-05,D,OTT
matthau01,Auston Matthews,1997-09-17,C,TOR
mayfisc01,Scott Mayfield,1992-10-14,D,NYI
mcavoch01,Charlie McAvoy,1997-12-21,D,BOS
mcbaija03,Jack McBain,2000-01-06,C,UTA
mccabja01,Jake McCabe,1993-10-12,D,TOR
mccanja01,Jared McCann,1996-05-31,C,SEA
mccarmi01,Michael McCarron,1995-03-07,RW,NSH
mcdavco01,Connor McDavid,1997-01-13,C,EDM
mcdonry01,Ryan McDonagh,1989-06-13,D,TBL
mcgroru01,Rutger Mcgroarty,2004-03-30,RW,PIT
mcilrdy01,Dylan McIlrath,1992-04-20,D,WSH
mckowhu01,Hunter McKown,2002-04-18,F,---
mcleory01,Ryan McLeod,1999-09-21,C,BUF
mcmanbo02,Bobby McMann,1996-06-15,F,TOR
mcmicco01,Connor McMichael,2001-01-15,C,WSH
mcnabbr01,Brayden McNabb,1991-01-21,D,VEG
mcquero01,Roger McQueen,2006-10-02,C,ANA
mctavma01,Mason McTavish,2003-01-30,C,ANA
medveal01,Alexei Medvedev,2007-09-10,G,VAN
meierti01,Timo Meier,1996-10-08,RW,NJD
merceda01,Dawson Mercer,2001-10-27,C,NJD
merille01,Leevi Merilainen,2002-08-13,G,OTT
merkuge01,Georgii Merkulov,2000-10-10,F,---
merzlel01,Elvis Merzļikins,1994-04-13,G,CBJ
mesarfi01,Filip Mesar,2004-01-03,RW,MTL
mewshe01,Henry Mews,2006-03-09,D,CGY
michkma01,Matvei Michkov,2004-12-09,RW,PHI
middlja01,Jacob Middleton,1996-01-02,D,MIN
middlke01,Keaton Middleton,1998-02-10,D,TOR
miettju01,Julius Miettinen,2006-01-20,F,SEA
mikheil01,Ilya Mikheyev,1994-10-10,F,CHI
mikkoni01,Niko Mikkola,1996-04-27,D,FLA
milanso01,Sonny Milano,1996-05-12,LW,WSH
milleco02,Colin Miller,1992-10-29,D,WPG
millejt01,J.T. Miller,1993-03-14,C,NYR
milleka01,K'Andre Miller,2000-01-21,D,CAR
mintefr01,Fraser Minten,2004-07-05,C,BOS
mintypa01,Pavel Mintyukov,2003-11-25,D,ANA
miromda01,Daniil Miromanov,1997-07-11,D,CGY
mirosiv01,Ivan Miroshnichenko,2004-02-04,LW,WSH
misalu01,Luke Misa,2005-11-25,F,CGY
misami01,Michael Misa,2007-02-16,F,SJS
mitteca01,Casey Mittelstadt,1998-11-22,C,BOS
molenta01,Tanner Molendyk,2005-02-03,D,NSH
molgaos01,Oscar Fisker Molgaard,2005-02-18,C,SEA
monahse01,Sean Monahan,1994-10-12,C,CBJ
montesa01,Sam Montembeault,1996-10-30,G,MTL
montgbl01,Blake Montgomery,2005-05-04,LW,OTT
montobr01,Brandon Montour,1994-04-11,D,SEA
moonejo01,John Mooney,2007-03-08,C,MTL
mooreol01,Oliver Moore,2005-01-22,C,CHI
mooretr01,Trevor Moore,1995-03-31,LW,LAK
moorewi01,William Moore,2007-03-24,C,BOS
morinet01,Etienne Morin,2005-03-09,D,CGY
morrijo04,Josh Morrissey,1995-03-28,D,WPG
morrosc02,Scott Morrow,2002-11-01,D,CAR
moserja01,J.J. Moser,2000-06-06,D,TBL
mrazepe01,Petr Mrázek,1992-02-14,G,ANA
mrtkara01,Radim Mrtka,2007-06-09,D,BUF
mugglle01,Leon Muggli,2006-07-09,D,WSH
mukhash01,Shakir Mukhamadullin,2002-01-10,D,SJS
murphco02,Connor Murphy,1993-03-26,D,CHI
murrama02,Matt Murray,1994-05-25,G,SEA
murtaja01,Jack Murtagh,2007-08-22,LW,PHI
mustajo01,John Mustard,2006-08-16,F,CHI
mustyqu01,Quentin Musty,2005-07-06,LW,SJS
myersph01,Philippe Myers,1997-01-25,D,TOR
myersty01,Tyler Myers,1990-02-01,D,VAN
myniosa01,Sawyer Mynio,2005-04-30,D,VAN
nabokil01,Ilya Nabokov,2003-03-27,G,COL
nadeabr01,Bradly Nadeau,2005-05-05,LW,CAR
namesvl01,Vladislav Namestnikov,1992-11-22,C,WPG
nazarfr01,Frank Nazar,2004-01-14,C,CHI
necasma01,Martin Nečas,1999-01-15,C,COL
nedelal01,Alex Nedeljkovic,1996-01-07,G,SJS
neighja01,Jake Neighbours,2002-03-29,LW,STL
nelsobr01,Brock Nelson,1991-10-15,C,COL
nemecsi01,Simon Nemec,2004-02-15,D,NJD
nesbija01,Jack Nesbitt,2007-01-12,C,PHI
nesteni02,Nikita Nesterenko,2001-09-10,C,ANA
nestrva01,Vaclav Nestrasil,2007-04-06,RW,CHI
newhoal01,Alex Newhook,2001-01-28,C,MTL
nichuva01,Valeri Nichushkin,1995-03-04,RW,COL
niedeni01,Nino Niederreiter,1992-09-08,RW,WPG
nikisal01,Alexander Nikishin,2001-10-02,D,CAR
nilsoer01,Eric Nilson,2007-05-11,C,ANA
noesest01,Stefan Noesen,1993-02-12,RW,NJD
norrijo01,Joshua Norris,1999-05-05,C,BUF
nosekto01,Tomáš Nosek,1992-09-01,C,FLA
novakth01,Thomas Novak,1997-04-28,C,PIT
nugenry01,Ryan Nugent-Hopkins,1993-04-12,C,EDM
nurseda01,Darnell Nurse,1995-02-04,D,EDM
nylanal01,Alexander Nylander,1998-03-02,LW,BUF
nylanwi01,William Nylander,1996-05-01,C,TOR
nymanja01,Jani Nyman,2004-07-30,RW,SEA
nyquigu01,Gustav Nyquist,1989-09-01,RW,WPG
obrieja02,Jake O'Brien,2007-06-16,C,SEA
obrieli01,Liam O'Brien,1994-07-29,C,UTA
oconndr01,Drew O'Connor,1998-06-09,F,VAN
oconnlo01,Logan O'Connor,1996-08-14,RW,COL
oettija01,Jake Oettinger,1998-12-18,G,DAL
ohgreli01,Liam Ohgren,2004-01-28,LW,MIN
oleksja01,Jamie Oleksiak,1992-12-21,D,SEA
olivima01,Mathieu Olivier,1997-02-11,F,CBJ
olofsvi01,Victor Olofsson,1995-07-18,RW,COL
oreilry01,Ryan O'Reilly,1991-02-07,C,NSH
oreilsa01,Sam O'Reilly,2006-03-30,F,EDM
orlovdm01,Dmitry Orlov,1991-07-23,D,SJS
ostapza01,Zack Ostapchuk,2003-05-29,C,SJS
ostluno01,Noah Ostlund,2004-03-11,C,BUF
othmabr01,Brennan Othmann,2003-01-05,LW,NYR
ovechal01,Alex Ovechkin,1985-09-17,LW,WSH
P-haymelu01,Luke Haymes,2003-07-28,F,TOR
P-leppaat01,Atro Leppanen,1998-12-14,D,EDM
P-mcallry01,Ryan McAllister,2001-12-19,C,---
murasse01,Sergei Murashov,2004-04-01,G,PIT
P-samanjo01,Joshua Samanski,2002-03-22,F,EDM
pachabr01,Brayden Pachal,1999-08-23,D,CGY
pageaje01,Jean-Gabriel Pageau,1992-11-11,C,NYI
palaton01,Ondřej Palát,1991-03-28,LW,NJD
palmiky01,Kyle Palmieri,1991-02-01,RW,NYI
panarar01,Artemi Panarin,1991-10-30,LW,NYR
paraste01,Terik Parascak,2006-05-28,F,WSH
parayco01,Colton Parayko,1993-05-12,D,STL
parekza01,Zayne Parekh,2006-02-15,D,CGY
parssju01,Juuso Pärssinen,2001-02-01,C,NYR
pastrda01,David Pastrňák,1996-05-25,RW,BOS
paulni01,Nick Paul,1995-03-20,LW,TBL
paupaha01,Hayden Paupanekis,2007-02-04,C,MTL
pearsta01,Tanner Pearson,1992-08-10,LW,WPG
peekean01,Andrew Peeke,1998-03-17,D,BOS
pelecad01,Adam Pelech,1994-08-16,D,NYI
pelleja01,Jakob Pelletier,2001-03-07,LW,CGY
perbini01,Nicklaus Perbix,1998-06-15,D,NSH
perfeco01,Cole Perfetti,2002-01-01,C,WPG
perrega01,Gabriel Perreault,2005-05-07,RW,NYR
perroda01,David Perron,1988-05-28,LW,OTT
perroja01,Jayden Perron,2005-01-11,RW,CAR
perryco01,Corey Perry,1985-05-16,RW,LAK
perunsc01,Scott Perunovich,1998-08-18,D,STL
pescebr01,Brett Pesce,1994-11-15,D,NJD
peterjo01,John-Jason Peterka,2002-01-14,RW,UTA
petryje01,Jeff Petry,1987-12-09,D,FLA
petteel01,Elias Pettersson,1998-11-12,C,VAN
petteel02,Elias Pettersson,2004-02-16,D,VAN
pettelu01,Lucas Pettersson,2006-04-17,F,ANA
pettema01,Marcus Pettersson,1996-05-08,D,VAN
philpno01,Noah Philp,1998-08-31,C,EDM
pickaca01,Calvin Pickard,1992-04-15,G,EDM
pickeow01,Owen Pickering,2004-01-27,D,PIT
pickfbr01,Bryce Pickford,2006-04-02,D,MTL
pintosh01,Shane Pinto,2000-11-12,C,OTT
pionkne01,Neal Pionk,1995-07-29,D,WPG
plantma02,Max Plante,2006-02-20,F,DET
podkova01,Vasily Podkolzin,2001-06-24,RW,EDM
poehlry01,Ryan Poehling,1999-01-03,C,ANA
pointbr01,Brayden Point,1996-03-13,C,TBL
poitrma01,Matthew Poitras,2004-03-10,C,BOS
portier01,Erik Portillo,2000-09-03,G,BUF
pospima01,Martin Pospisil,1999-11-19,C,CGY
pottecu01,Cullen Potter,2007-01-10,C,CGY
poulisa01,Samuel Poulin,2001-02-25,RW,PIT
powerow01,Owen Power,2002-11-22,D,BUF
priceca02,Caden Price,2005-08-24,D,SEA
primeca01,Cayden Primeau,1999-08-11,G,TOR
prishni01,Nikita Prishchepov,2004-02-20,C,COL
prokhda01,Daniil Prokhorov,2007-04-27,RW,NYI
prosviv01,Ivan Prosvetov,1999-03-05,G,UTA
protaal01,Aliaksei Protas,2001-01-06,C,WSH
protail01,Ilya Protas,2006-07-18,LW,WSH
provoiv01,Ivan Provorov,1997-01-13,D,CBJ
psenima01,Max Psenicka,2007-01-18,D,UTA
pulkkje01,Jesse Pulkkinen,2004-12-27,D,NYI
pulocry01,Ryan Pulock,1994-10-06,D,NYI
quickjo01,Jonathan Quick,1986-01-21,G,NYR
quinnja01,Jack Quinn,2001-09-19,RW,BUF
raddyda01,Darren Raddysh,1996-02-28,D,TBL
raddyta01,Taylor Raddysh,1998-02-18,RW,NYR
rakelri01,Rickard Rakell,1993-05-05,RW,PIT
rantami01,Mikko Rantanen,1996-10-29,RW,DAL
rasmumi01,Michael Rasmussen,1999-04-17,C,DET
ratyaa01,Aatu Räty,2002-11-14,C,VAN
ravenjo01,Joshua Ravensbergen,2006-11-27,G,SJS
raymolu01,Lucas Raymond,2002-03-28,LW,DET
reavery01,Ryan Reaves,1987-01-20,RW,SJS
regulal01,Alex Regula,2000-08-06,D,EDM
rehkoca01,Carson Rehkopf,2005-01-07,LW,SEA
reichlu01,Lukas Reichel,2002-05-17,LW,2TM
reidca01,Cameron Reid,2007-04-08,D,NSH
reillmi01,Mike Reilly,1993-07-13,D,CAR
reinbda01,David Reinbacher,2004-10-25,D,MTL
reinhsa01,Sam Reinhart,1995-11-06,C,FLA
rempema01,Matt Rempe,2002-06-29,C,NYR
reschco01,Cole Reschny,2007-04-06,C,CGY
riellmo01,Morgan Rielly,1994-03-09,D,TOR
rinzesa01,Sam Rinzel,2004-06-25,D,CHI
ristora01,Rasmus Ristolainen,1994-10-27,D,PHI
ritchca01,Calum Ritchie,2005-01-21,C,NYI
ritchry01,Ryder Ritchie,2006-08-03,F,MIN
rittida01,David Rittich,1992-08-19,G,NYI
roberja01,Jason Robertson,1999-07-22,LW,DAL
roberma02,Matthew Robertson,2001-03-09,D,NYR
roberni01,Nicholas Robertson,2001-09-11,LW,TOR
robersi01,Simon Robertsson,2003-02-05,RW,STL
robiner01,Eric Robinson,1995-06-14,LW,CAR
rodriev01,Evan Rodrigues,1993-07-28,C,FLA
romanal01,Alexander Romanov,2000-01-06,D,NYI
rombaja01,Jacob Rombach,2007-04-01,D,NSH
rosenis01,Isak Rosen,2003-03-15,RW,BUF
rosloja01,Jack Roslovic,1997-01-29,C,EDM
rossima01,Marco Rossi,2001-09-23,C,MIN
royjo01,Joshua Roy,2003-08-06,RW,MTL
royma04,Matt Roy,1995-03-01,D,WSH
royni01,Nicolas Roy,1997-02-05,C,TOR
ruohohe01,Heikki Ruohonen,2006-06-19,C,PHI
rustbr01,Bryan Rust,1992-05-11,RW,PIT
ryabkiv01,Ivan Ryabkin,2007-04-25,C,CAR
saadbr01,Brandon Saad,1992-10-27,LW,VEG
sahlile01,Leo Sahlin Wallenius,2006-04-10,D,SJS
saleed01,Eduard Sale,2005-03-10,LW,SEA
salomel01,Elias Salomonsson,2004-08-31,D,WPG
sambedy01,Dylan Samberg,1999-01-24,D,WPG
samosma01,Mackie Samoskevich,2002-11-15,RW,FLA
samsoil01,Ilya Samsonov,1997-02-22,G,WSH
samuema02,Mattias Samuelsson,2000-03-14,D,BUF
sandeja01,Jake Sanderson,2002-07-08,D,OTT
sandiax01,Axel Sandin Pellikka,2005-03-11,D,DET
sandira01,Rasmus Sandin,2000-03-07,D,WSH
sanhetr01,Travis Sanheim,1996-03-29,D,PHI
sapovma01,Matyas Sapovaliv,2004-02-12,C,VEG
sarosju01,Juuse Saros,1995-04-19,G,NSH
savoima01,Matthew Savoie,2004-01-01,C,EDM
sawchgr01,Gracyn Sawchyn,2005-01-19,C,FLA
schaema01,Matthew Schaefer,2007-09-05,D,NYI
scheima01,Mark Scheifele,1993-03-15,C,WPG
schenbr01,Brayden Schenn,1991-08-22,C,STL
schenlu01,Luke Schenn,1989-11-02,D,WPG
schmani01,Nick Schmaltz,1996-02-23,C,UTA
schmiak01,Akira Schmid,2000-05-12,G,VEG
schmica01,Cameron Schmidt,2007-01-19,RW,DAL
schmina01,Nate Schmidt,1991-07-16,D,UTA
schnebr01,Braden Schneider,2001-09-20,D,NYR
schwaja01,Jaden Schwartz,1992-06-25,C,SEA
schwico01,Cole Schwindt,2001-04-25,RW,FLA
seeleni01,Nick Seeler,1993-06-03,D,PHI
seguity01,Tyler Seguin,1992-01-31,C,DAL
seidemo01,Moritz Seider,2001-04-06,D,DET
sennebe01,Beckett Sennecke,2006-01-28,F,ANA
sergami01,Mikhail Sergachev,1998-06-25,D,UTA
severda01,Damon Severson,1994-08-07,D,CBJ
shabama01,Max Shabanov,2000-10-07,F,NYI
sharaye01,Yegor Sharangovich,1998-06-06,C,CGY
shearco01,Conor Sheary,1992-06-08,LW,NYR
sheary01,Ryan Shea,1997-02-11,D,PIT
shepahu01,Hunter Shepard,1995-11-07,G,---
sherwki01,Kiefer Sherwood,1995-03-31,RW,VAN
shestig01,Igor Shesterkin,1995-12-30,G,NYR
shurama01,Matvei Shuravin,2006-03-22,D,FLA
sidorye01,Yegor Sidorov,2004-06-18,RW,ANA
siegejo01,Jonas Siegenthaler,1997-05-06,D,NJD
silayan01,Anton Silayev,2006-04-11,D,NJD
sillico01,Cole Sillinger,2003-05-16,C,CBJ
silovar01,Arturs Silovs,2001-03-22,G,PIT
simasdm01,Dmitriy Simashev,2005-02-04,D,UTA
sissoco01,Colton Sissons,1993-11-05,C,VEG
skinnje01,Jeff Skinner,1992-05-16,LW/C,SJS
skinnst01,Stuart Skinner,1998-11-01,G,EDM
skjeibr01,Brady Skjei,1994-03-26,D,NSH
slafkju01,Juraj Slafkovsky,2004-03-30,LW,MTL
slaggla01,Landon Slaggert,2002-06-25,LW,CHI
slavija01,Jaccob Slavin,1994-05-01,D,CAR
slukyha01,Hampton Slukynsky,2005-07-02,G,LAK
smithbr05,Brendan Smith,1989-02-08,D,DET
smithco02,Cole Smith,1995-10-28,F,NSH
smithja04,Jackson Smith,2007-05-13,D,CBJ
smithre01,Reilly Smith,1991-04-01,RW,VEG
smithta01,Tarin Smith,2006-03-24,D,ANA
smithwi01,William Smith,2005-03-17,C,SJS
snuggji01,Jimmy Snuggerud,2004-06-01,RW,STL
soderar01,Arvid Söderblom,1999-08-19,G,CHI
soderel01,Elmer Söderblom,2001-07-05,RW,DET
sodervi01,Victor Söderström,2001-02-26,D,UTA
sogaama01,Mads Søgaard,2000-12-13,G,OTT
solbest01,Stian Solberg,2005-12-29,D,ANA
sorokil01,Ilya Sorokin,1995-08-04,G,NYI
soucyca01,Carson Soucy,1994-07-27,D,NYR
sourdju01,Justin Sourdif,2002-03-24,RW,WSH
spellaj01,AJ Spellacy,2006-02-24,F,CHI
spencjo01,Jordan Spence,2001-02-24,D,OTT
spencma02,Malcolm Spence,2006-09-22,LW,NYR
spurgja01,Jared Spurgeon,1989-11-29,D,MIN
staaljo01,Jordan Staal,1988-09-10,C,CAR
stamkst01,Steven Stamkos,1990-02-07,C,NSH
stanklo01,Logan Stankoven,2003-02-26,C,CAR
stanllo01,Logan Stanley,1998-05-26,D,WPG
stechtr01,Troy Stecher,1994-04-07,D,EDM
steelsa01,Sam Steel,1998-02-03,C,DAL
stenbot01,Otto Stenberg,2005-05-29,C,STL
stenlke01,Kevin Stenlund,1996-09-20,C,UTA
stephch02,Chandler Stephenson,1994-04-22,C,SEA
stevecl01,Clay Stevenson,1999-03-03,G,WSH
stigate01,Teddy Stiga,2006-04-05,F,NSH
stillch01,Chase Stillman,2003-03-19,RW,NJD
stolaan01,Anthony Stolarz,1994-01-20,G,TOR
stonema01,Mark Stone,1992-05-13,RW,VEG
stramch01,Charlie Stramel,2004-10-15,C,MIN
stromdy01,Dylan Strome,1997-03-07,C,WSH
stromry01,Ryan Strome,1993-07-11,C,ANA
strubja01,Jayden Struble,2001-09-08,D,MTL
stuetti02,Tim Stützle,2002-01-15,LW,OTT
sturmni01,Nico Sturm,1995-05-03,C,MIN
sundqos01,Oskar Sundqvist,1994-03-23,C,STL
sunieay01,Aydar Suniev,2004-11-16,LW,CGY
surineg01,Egor Surin,2006-08-01,C,NSH
suterpi01,Pius Suter,1996-05-24,F,STL
suterry01,Ryan Suter,1985-01-21,D,NSH
suzdaal01,Alexander Suzdalev,2004-03-05,LW,WSH
suzukni01,Nick Suzuki,1999-08-10,C,MTL
suzukry01,Ryan Suzuki,2001-05-28,C,CAR
svechan01,Andrei Svechnikov,2000-03-26,RW,CAR
svechfe01,Fedor Svechkov,2003-04-03,C,NSH
svozist01,Stanislav Svozil,2003-01-17,D,CBJ
swaymje01,Jeremy Swayman,1998-11-24,G,BOS
talboca01,Cam Talbot,1987-07-05,G,DET
tanevbr01,Brandon Tanev,1991-12-31,LW,UTA
tanevch01,Chris Tanev,1989-12-20,D,TOR
tarasda02,Daniil Tarasov,1999-03-27,G,FLA
tarasvl01,Vladimir Tarasenko,1991-12-13,RW,MIN
tavarjo01,John Tavares,1990-09-20,C,TOR
teravte01,Teuvo Teräväinen,1994-09-11,F,CHI
terrytr01,Troy Terry,1997-09-10,C/RW,ANA
texieal01,Alexandre Texier,1999-09-13,C,STL
theodsh01,Shea Theodore,1995-08-03,D,VEG
thomaro01,Robert Thomas,1999-07-02,C,STL
thompai01,Aidan Thompson,2002-02-18,C,CHI
thompja01,Jack Thompson,2002-03-19,D,SJS
thomplo01,Logan Thompson,1997-02-25,G,WSH
thompta01,Tage Thompson,1997-10-30,C,BUF
thorpty01,Tyler Thorpe,2005-08-11,F,MTL
thrunhe01,Henry Thrun,2001-03-12,D,ANA
timmico01,Conor Timmins,1998-09-18,D,BUF
tippeow01,Owen Tippett,1999-02-16,RW,PHI
tkachbr01,Brady Tkachuk,1999-09-16,LW,OTT
tkachma01,Matthew Tkachuk,1997-12-11,LW/RW,FLA
toewsde01,Devon Toews,1994-02-21,D,COL
toewsjo01,Jonathan Toews,1988-04-29,C,WPG
toffoty01,Tyler Toffoli,1992-04-24,C,SJS
tolvaee01,Eeli Tolvanen,1999-04-22,RW,SEA
tomasda01,David Tomasek,1996-02-10,F,EDM
