hockeydb,name
25027,Stefan Bergkvist
25030,Vladimir Orszagh
25067,Craig Adams
25068,Craig MacDonald
25076,Jeff Halpern
25856,Jason Williams
25869,Mark Bell
25875,Dan Hinote
25877,Bryan Allen
25885,Nikos Tselios
25887,Justin Papineau
25908,Steve Montador
25909,Chris Neil
25931,Manny Malhotra
25942,Sean Avery
25947,Curtis Sanford
25951,Michael Henrich
25968,Norm Milley
26004,Kip Brennan
26126,Shawn Horcoff
26128,Mike Weaver
26499,Brett Clark
26530,Jason Blake
26603,Brad Norton
26652,Mark Mowers
26653,Eric Nickulas
26682,Andy McDonald
26790,Richard Lintner
26791,Roberto Luongo
26796,Pavel Rosa
26797,Gordie Dwyer
26800,Peter Worrell
26801,Steve Begin
26804,Radoslav Suchy
26805,Stephane Robidas
26808,Derrick Walser
26809,Vincent Lecavalier
26810,Denis Hamel
26815,Jody Shelley
26819,Joel Kwiatkowski
26827,Brenden Morrow
26829,Brad Ference
26833,Travis Brigley
26837,Sergei Varlamov
26839,Mike Brown1
26842,Ty Jones
26844,Eric Brewer
26846,Jean-Francois Damphousse
27631,Michel Larocque
27639,Steve Kariya
27657,Jason Krog
27809,Scott Swanson
27821,Paul Comrie
27831,Andre Savage
27832,Jarkko Ruutu
27842,Andy Sutton
27845,Mike Peluso2
28207,Brian Pothier
28229,Jeff Hamilton
28402,Juha Lind
28403,Olli Jokinen
28404,Magnus Arvedson
28407,Marian Hossa
28418,P.J. Stock
28487,Zdeno Chara
28489,Evgeni Nabokov
28491,Dale Purinton
28496,Jean-Sebastien Aubin
28498,Jiri Bicek
28500,Colin White1
28640,Jerred Smithson
28653,Chris Nielsen
28679,Scott Hannan
28680,Scott Parker
28683,Todd Fedoruk
28694,Bryce Salvador
28703,Martin Spanhel
28737,Reed Low
28762,Matt Davidson
28802,Ronald Petrovicky
28812,Tyler Bouck
28818,Chris Mason
28820,Jay Henderson
28823,Brad Leeb
28833,Stephen Peat
28846,Kyle Calder
28857,Brad Stuart
28887,Rick Berry
29051,David Aebischer
29093,Pavel Kubina
29094,Oleg Kvasha
29095,Marco Sturm
29109,Jani Hurme
29125,Kris Beech
29130,Darcy Hordichuk
29144,Steve McCarthy
29154,Robyn Regehr
29161,Quintin Laing
29172,Nolan Yonkman
29177,Ross Lupaschuk
29188,Jason Chimera
29212,Jason LaBarbera
29227,Blair Betts
29240,Justin Mapletoft
29276,Scott Kelman
29278,Marian Cisar
29280,Marc Brown
29289,Michal Rozsival
29290,Lawrence Nycholat
29302,Mark Smith
29303,Mike Mottau
29321,Ben Guite
29328,Alfie Michaud
29376,Simon Gagne
29408,Ramzi Abid
29431,Lubos Bartecko
29482,Alex Tanguay
29525,Jonathan Girard
29526,Pierre Dagenais
29527,Francois Beauchemin
29538,Ryan Flinn
29546,Eric Chouinard
29579,Eric Belanger
29599,Philippe Sauve
29605,Pascal Dupuis
29635,Sebastien Charpentier
29641,Mathieu Chouinard
29673,Jean-Luc Grand-Pierre
29682,Francis Lessard
29966,Fernando Pisani
30112,Raitis Ivanans
30157,Marko Makinen
30372,Tomas Kaberle
30373,Ronnie Sundin
30375,Michal Handzus
30376,Ivan Ciernik
30377,Pelle Eklund
30378,Ville Nieminen
30382,Wade Brookbank
30633,Toby Petersen
30663,Jochen Hecht
30687,Tony Virta
30781,J.P. Vigier
30799,Steven Reinprecht
30857,Dusan Salficky
30952,Patrik Stefan
30987,Ryan Craig
30993,Barret Jackman
31004,Garth Murray
31033,Scott Hartnell
31053,Kyle Wanvig
31058,Jarret Stoll
31072,Jim Vandermeer
31088,Eric Godard
31114,Trent Hunter
31124,Andrew Ference
31126,Matt Walker
31148,Vernon Fiddler
31155,Kiel McLeod
31167,Jared Aulin
31170,Scott Gomez
31171,Josef Melichar
31187,Matt Carkner
31189,Kurtis Foster
31206,Andrew Peters
31215,Jonathan Cheechoo
31220,Branislav Mezei
31656,Matt Ellis
31672,Andreas Salomonsson
31714,Mike Zigomanis
31723,Charlie Stephens
31726,Mike Danton
31729,Andre Lakos
31753,Brian McGrattan
31758,Joel Ward
31764,Martin Skoula
31770,Brian Finley
31775,Mike Fisher
31777,Taylor Pyatt
31778,Ryan Barnes
31779,Derek MacKenzie
31782,Andrew Raycroft
31791,Rob Davison
31798,Alex Auld
31799,Ryan Jardine
31809,Jeff Heerema
31810,Ivan Novoseltsev
31823,David Legwand
31850,Tim Connolly
31851,Mike Rupp
31863,Tom Kostopoulos
31864,Krys Barch
31865,Chris Kelly
31869,Alex Henry
31871,John Erskine
32682,Patrick Fischer
32708,Mark Streit
33293,Mathieu Darche
33865,Josh Langfeld
33880,Mark Eaton
33895,Mark Rycroft
33926,Duvie Westcott
33937,Erik Westrum
33950,Brad DeFauw
33952,Mike Commodore
33957,Alex Brooks
33995,Mika Noronen
33996,Pierre Hedin
33997,Maxim Afinogenov
33998,Maxim Balmochnykh
34000,Artem Chubarov
34001,Vitali Vishnevsky
34004,Daniel Sedin
34005,Denis Shvidki
34007,Henrik Sedin
34008,Eero Somervuori
34074,Tom Koivisto
34083,Niko Kapanen
34093,Mikko Eloranta
34198,Jarno Kultanen
35409,Erik Cole
35411,Kent Huskins
35414,Cory Murphy
35430,Willie Mitchell
35438,Steve Moore
35451,Brad Tapper
35504,Brian Gionta
35505,Bobby Allen
35507,Rob Scuderi
35510,Scott Clemmensen
35553,Jay Leach
35562,Joe DiPenta
35604,Marc-Andre Bergeron
35607,Bruno St. Jacques
35667,Brandon Reid
35678,Joey MacDonald
35679,Michael Ryder
35683,Jiri Fischer
35701,Alexei Tezikov
35715,Martin Grenier
35723,Maxime Ouellet
35725,Brad Richards
35733,Mike Ribeiro
35745,Mathieu Biron
35765,Dany Sabourin
36241,Michel Riesen
36943,Michael Holmqvist
36946,Kristian Huselius
36947,Henrik Tallinder
36948,Yuri Butsayev
36950,Roman Lyashenko
36953,Petr Sykora2
36962,Johan Holmqvist
36963,Ladislav Nagy
36964,Niklas Nordgren
36969,Kamil Piros
36972,Jonathan Hedstrom
36973,Karel Rachunek
36977,Nikolai Antropov
36978,Dmitri Kalinin
36980,Christian Backman
36981,Petr Svoboda2
36982,Christian Berglund
36984,Ossi Vaananen
36988,Denis Arkhipov
36989,Dmitry Afanasenkov
36994,Peter Nordstrom
36997,Alexei Ponikarovsky
37000,Josef Vasicek
37001,Tommy Westlund
37003,Petr Schastlivy
37004,Miroslav Zalesak
37486,Pavel Patera
37492,Niclas Havelid
37512,Niclas Wallin
37533,Jaroslav Spacek
37563,Andreas Karlsson
37573,Niklas Persson
37602,Kim Johnsson
37610,Andreas Lilja
37613,Hans Jonsson
37626,Mikael Samuelsson
37633,Josef Boumedienne
37644,Magnus Johansson
40051,Fedor Fedorov
40218,Sami Salo
40221,Karlis Skrastins
40224,Fredrik Norrena
40262,Timo Parssinen
40732,Dmitri Tertyshny
40733,Jamie Lundmark
40740,Pavel Brendl
41466,Matt Murley
41508,Fredrik Lindquist
41826,Reinhard Divis
41832,Christoph Brandner
42203,Pavel Skrbek
42209,Alex Riazantsev
42291,Sheldon Keefe
42300,Branko Radivojevic
42311,Jason Spezza
42312,Raffi Torres
42318,Jay Harrison
42331,Brad Boyes
42332,Nikita Alexeev
42354,Craig Anderson
42428,Zenon Konopka
42448,Justin Williams
42451,Rob Zepp
42470,Jason Jaspers
42475,Alexei Semenov
42481,Darryl Bootland
42483,Mark Popovic
42501,Mike Leighton
42510,Mark Cullen
42515,Matt Pettinger
42531,Tyler Arnason
42548,Jordan Leopold
42549,Johnny Pohl
42553,Adam Hauser
42570,Dave Tanabe
42583,Niklas Hagman
42585,Niklas Backstrom
43393,Nils Ekman
43527,Jiri Dopita
43740,Radim Vrbata
43762,Sebastien Centomo
43775,Jason Pominville
43789,Simon Gamache
43803,Stephane Veilleux
43804,Matt Lombardi
43828,Yannick Lehoux
43842,Tomas Kloucek
43845,Guillaume Lefebvre
43875,Pascal Leclaire
43895,Andrew MacDonald
43897,Antoine Vermette
43906,Juraj Kolnik
43909,Michel Ouellet
43915,Sebastien Caron
44991,Mike Comrie
44992,Jeff Jillson
44996,Adam Hall
44997,Andrew Hutchinson
45035,Jeff Giuliano
45036,Brooks Orpik
45038,Jani Rita
45039,Tommi Santala
45042,Kirill Safronov
45044,Jimmie Olvestad
45045,Mattias Weinhandl
45046,Mathias Tjarnqvist
45048,Barrett Heisten
45049,Andy Hilbert
45052,Petr Tenkrat
45056,Garnet Exelby
45058,Zdenek Blatny
45064,Milan Bartovic
45065,Ryan Miller1
45066,Doug Janik
45069,Oleg Saprykin
45072,Brad Fast
45078,Mikhail Kuleshov
45079,Jeff Finger
45080,Riku Hahl
45084,Michael Ryan
45090,Henrik Zetterberg
45091,Tony Salmelainen
45094,George Parros
45100,Vadim Tarasov
45102,Radek Martinek
45106,Kristian Kudroc
45117,Timo Helbling
45120,Jonas Andersson
45123,Darren Haydar
45124,Martin Erat
45125,Jan Lasak
45127,Ari Ahonen
45129,Martin Prusek
45133,Martin Havlat
45137,Vaclav Pletka
45141,Konstantin Koltsov
45143,Ryan Malone
45163,Travis Moen
45164,Jaroslav Svoboda
45170,Martin Cibak
45177,Brian Sutherby
45184,Deryk Engelland
45185,Milan Kraft
45186,Nick Schultz
45187,Riley Cote
45193,Dan Hamhuis
45199,Marcel Hossa
45226,Ben Ondrus
45228,Jakub Cutta
45246,Matt Keith
46419,Jay Bouwmeester
46423,Nathan Paetsch
46427,Colby Armstrong
46429,Doug Lynch
46438,Colton Orr
46442,Aaron Rome
46777,Niko Dimitrakos
46781,Mike Morrison
46791,Greg Classen
46803,Ty Conklin
46807,Jim Fahey
47177,Luca Cereda
47213,Martin Gerber
47222,Cristobal Huet
47278,Mikael Tellqvist
47282,Rickard Wallin
47283,Jonas Frogren
47300,Ruslan Fedotenko
47618,Douglas Murray
47620,Alexander Khavanov
47630,Rene Vydareny
47635,Michal Sivek
48142,Radovan Somik
48685,Brandon Segal
48688,Brent Krahn
48757,Brendan Bell
48842,Martin Strbak
48941,David Moravec
49093,Ales Kotalik
49094,Jari Viuhkola
49097,Pavel Datsyuk
49098,Tomas Zizka
49106,Petr Hubacek
49443,Andy Wozniewski
49463,Brad Winchester
49486,Chris Kunitz
49508,Dany Heatley
49518,Derek Gustafson
49522,Dominic Moore
49535,Freddy Meyer
49543,Greg Zanon
49567,Jed Ortmeyer
49573,Jeff Taffe
49597,John-Michael Liles
49628,Krys Kolanos
49639,Mark Hartigan
49645,Martin Kariya
49660,Mike Cammalleri
49686,Nolan Schaefer
49709,Rick DiPietro
49714,Ron Hainsey
49717,Ryan Bayda
49763,Tom Preissing
49768,Travis Roche
49778,Wade Dubielewicz
49806,Jason King
49872,Daniel Boisclair
49892,Aaron Johnson
49923,Roman Simicek
49924,Jukka Hentunen
49928,Pasi Nurminen
49935,Mikko Luoma
49967,Antero Niittymaki
50104,Kyle Wellwood
50108,Cody McCormick
50111,Rostislav Klesla
50112,Jay McClement
50119,Carlo Colaiacovo
50142,Mike Smith
50145,Derek Roy
50150,Steve Eminger
50179,Chris Thorburn
50212,Agris Saviels
50230,Stephen Weiss
50231,Tomas Kurka
50234,Libor Ustrnul
50248,Trevor Daley
50255,Ray Emery
50256,Dennis Wideman
50274,Peter Budaj
50277,Steve Ott
50279,Tim Gleason
50375,Chris Durno
50493,Filip Novak
50504,Esa Pirnes
50509,Marek Zidlicky
50514,Tuomo Ruutu
50519,Antti Miettinen
50529,Arto Tukio
50538,Kari Lehtonen
50539,Jaroslav Bednar
50543,Tuomas Pihlman
50549,Toni Koivisto
50568,Martin Richter
50611,Jozef Balej
50619,Dan Blackburn
50621,Derek Boogaard
50627,Erik Christensen
50631,Gerard Dicaire
50637,Jonathan Filewich
50638,Adrian Foster
50639,Michael Garnett
50640,Paul Gaustad
50642,Boyd Gordon
50646,Ryan Hollweg
50680,Shaone Morrisonn
50690,Kurt Sauer
50694,Jesse Schultz
50697,Matthew Spiller
50703,Jordin Tootoo
50710,Jeff Woywitka
50831,Christian Ehrhoff
51168,Alexei Smirnov
51169,Ilya Bryzgalov
51174,Lars Jonsson
51175,Martin Samuelsson
51176,Ivan Huml
51178,Sergei Zinovjev
51179,Zdenek Kutlak
51186,Magnus Kahnberg
51193,Mikhail Yakubov
51194,Pavel Vorobiev
51195,Jonas Nordqvist
51196,Igor Radulov
51204,Vaclav Nedorost
51208,Dan Ellis
51209,Joel Lundqvist
51211,Vadim Khomitsky
51215,Niklas Kronwall
51216,Tomas Kopecky
51224,Alexei Mikhnov
51228,Vladimir Sapozhnikov
51231,Janis Sprukts
51232,Alexander Frolov
51233,Lubomir Visnovsky
51238,Marian Gaborik
51241,Lubomir Sekeras
51252,Libor Pivko
51253,Matt Hendricks
51258,David Hale
51259,Alexander Suglobov
51260,Paul Martin
51269,Henrik Lundqvist
51270,Anton Volchenkov
51274,Alexander Drozdetsky
51275,Roman Cechmanek
51285,David Koci
51286,Tero Maatta
51291,Alexander Kharitonov
51335,Dennis Seidenberg
51366,Marcel Goc
53158,Petr Taticek
53288,Christoph Schubert
54063,Peter Sejna
54301,Derek Meech
54466,Joffrey Lupul
54470,R.J. Umberger
54471,David Steckel
54532,Thomas Pock
54761,Rene Bourque
54834,Tim Jackman
54871,Rich Peverley
54873,Patrick Sharp
54881,Junior Lessard
54882,Yann Danis
54988,Joel Perrault
55016,Marc-Andre Fleury
55023,Pierre-Marc Bouchard
55024,P.A. Parenteau
55061,Milan Jurcina
55070,Ales Hemsky
55072,Maxime Talbot
55101,Johnny Oduya
55112,Cory Urquhart
55124,Tomas Malec
55126,Ryane Clowe
55144,Zbynek Michalek
55145,Alexandre Burrows
55180,Shane O'Brien
55192,Dan Girardi
55194,Matt Stajan
55204,Adam Henrich
55214,Chris Campoli
55220,Daniel Paille
55221,Dustin Brown
55231,Andre Benoit
55239,Rick Nash
55267,Ben Eager
55271,Paul Ranger
55283,Eric Staal
55284,Lukas Krajicek
55297,James Wisniewski
55298,Chad Larose
55300,Greg Campbell
55328,Josh Gratton
55335,Tim Brent
55337,Kevin Klein
55340,Andy Chiodo
55352,Eric Fehr
55353,Johnny Boychuk
55357,Mike Egener
55361,Scottie Upshall
55362,Tyler Sloan
55374,Josh Gorges
55379,Marek Svatos
55395,Brent Seabrook
55397,Stefan Meyer
55402,Brooks Laich
55404,Kyle Brodziak
55413,Braydon Coburn
55416,Igor Pohanka
55426,Cam Ward
55460,Barry Brust
55464,Ian White
55469,Jeremy Williams
55476,Shawn Belle
55618,Rob Globke
55632,Mike Komisarek
55640,Brett Lebda
55706,Dmitri Patzold
56020,Ilkka Pikkarainen
56028,Ivan Majesky
56033,Ville Koistinen
56047,Lasse Kukkonen
56053,Joni Pitkanen
56055,Mika Pyorala
56074,Mikko Koivu
56385,Tomas Plekanec
56482,Chuck Kobasew
56740,Stanislav Chistov
56745,Ilya Kovalchuk
56749,Andrew Alberts
56754,Andrei Taratukhin
56760,David Moss
56762,Igor Knyazev
56776,Andrew Murray
56777,Jason Bacashihua
56778,Yared Hagos
56781,Jussi Jokinen
56783,Igor Grigorenko
56786,Dmitry Bykov
56794,Richard Petiot
56797,Alexander Perezhogin
56806,Timofei Shishkanov
56807,Tomas Slovak
56813,Aaron Voros
56816,Brandon Bochenski
56822,Fredrik Sjostrom
56827,Noah Welch
56828,Tomas Surovy
56832,Tomas Plihal
56838,Alexander Polushin
56840,Evgeny Artukhin
56847,Karel Pilar
56848,Maxim Kondratiev
56896,Joakim Lindstrom
56969,Jiri Hudler
56993,Vojtech Polak
56996,Jaroslav Balastik
57027,Rostislav Olesz
57038,Milan Michalek
57045,Jaroslav Hlinka
57047,Martin Chabada
57050,Petr Kanko
57053,Jan Hejda
57178,Kamil Kreps
57356,Roman Kukumberg
57621,Alexander Sulzer
58069,Mike Green
59066,Kirill Koltsov
59244,Alexandr Svitov
59430,Artem Kryukov
59519,Sheldon Brookbank
59627,Anthony Stewart
59628,B.J. Crombeen
59636,Brad Richardson
59638,Brad Staubitz
59645,Cam Janssen
59656,Corey Perry
59664,Dan Fritsche
59679,Fedor Tyutin
59684,Geoff Platt
59691,Jeff Carter
59701,John Mitchell
59707,Jordan Smith
59723,Mark Flood
59724,Mark Mancari
59738,Mike Richards
59739,Nathan Horton
59745,Patrick O'Sullivan
59747,Paul Bissonnette
59789,Zack Stortini
59881,Jiri Novotny
61451,Jean-Francois Jacques
61459,Marc-Antoine Pouliot
61462,Josh Hennessy
61770,Keith Ballard
61773,Barry Tallackson
62169,Patrick Ehelechner
62180,David Clarkson
62232,Bruno Gervais
62238,Patrice Bergeron
62250,Martin Houle
62260,Jeff Deslauriers
62277,Alexandre Picard2
62283,Martin Vagner
62284,Philippe Dupuis
62297,Patrick Thoresen
62298,Steve Bernier
62349,Corey Crawford
62360,Maxim Lapierre
62376,Alexandre Bolduc
62398,Dany Roussin
62460,Ryan Stone
62465,Dustin Byfuglien
62467,Ryan Getzlaf
62478,Devan Dubnyk
62486,Blake Comeau
62488,Shea Weber
62489,Nigel Dawes
62496,D.J. King
62512,Cam Barker
62526,Brett Carson
62527,Troy Brouwer
62529,Jakub Klepis
62530,Cody McLeod
62534,Jeremy Colliton
62547,Colin Fraser
62548,Dion Phaneuf
62557,Rick Rypien
62561,Josh Harding
62571,Nate Thompson
62619,Nick Tarnasky
62620,Mark Fistric
62622,Andrew Ladd
62625,Brett Festerling
62641,Janne Lahti
62643,Hannu Toivonen
62645,Jesse Niinimaki
62649,Sean Bergenheim
62658,Janne Pesonen
62662,Pekka Rinne
62694,Jarkko Immonen
62723,Jonas Johansson1
62727,Johan Franzen
62733,Frans Nielsen
62760,Alexander Steen
62780,Tobias Stephan
62783,Jonas Hiller
62804,Tim Ramholt
62849,Curtis McElhinney
62862,Randy Jones
62871,David Leneveu
62872,Lee Stempniak
62896,Grant Stevenson
62916,Matt Jones
62954,Mike McKenna
62984,Chris Higgins
63008,Michal Barinka
63013,Petr Vrana
63016,Petr Prucha
63027,Jakub Koreis
63053,Ryan Shannon
63059,Brian McConnell
63061,Ryan Whitney
63073,Greg Mauldin
63088,Matt Foy
63094,Sean Collins
63159,Kevin Bieksa
63187,Duncan Keith
63188,Jim Slater
63199,Yan Stastny
63226,Eric Nystrom
63232,Patrick Dwyer
63729,Alexei Kaygorodov
63734,Igor Mirnov
63735,Alex Ovechkin
63799,Konstantin Korneyev
63818,Denis Grebeshkov
64361,Logan Stephenson
64479,Nathan Oystrick
64481,Vladislav Evseev
64494,Anton Babchuk
64496,Matt Ellison
64498,Adam Burish
64499,Tom Gilbert
64501,Ole-Kristian Tollefsen
64510,Tomas Fleischmann
64511,Valtteri Filppula
64513,Jonathan Ericsson
64514,Matt Greene
64521,Sergei Anshakov
64529,Anton Kadeykin
64536,Nate Guenin
64539,Joey Crabb
64551,Mike Morris
64556,Alexei Shkotov
64565,Staffan Kronwall
64567,Brett Skinner
64573,Alexander Semin
64589,Bracken Kearns
65958,Thomas Vanek
65980,Stephen Gionta
67449,Viktor Alexandrov
67512,Pat Rissmiller
67589,Danny Richmond
67635,Ryan Carter
67653,Danny Irmen
67656,Ryan Potulny
67657,David Backes
67691,Jeff Schultz
67696,Joe Fallon
67780,Ryan Kesler
67781,David Booth
67784,Stephen Werner
67785,Patrick Eaves
67789,Corey Potter
67796,Mark Stuart
67804,Jimmy Howard
67805,Matt Carle
67806,Brett Sterling
68170,Stefan Ruzicka
68982,Kelly Guard
68988,Mike Card
68995,Adam Cracknell
68996,Jeff Glass
69003,Kris Versteeg
69005,Clarke MacArthur
69006,Travis Zajac
69015,Chad Johnson
69020,Brandon Dubinsky
69022,Michael Funk
69030,Kyle Chipchura
69031,Dane Byers
69041,Masi Marjamaki
69084,Clayton Stoner
69096,Rod Pelley
69793,Steve Wagner
69820,Chris Porter
69840,Paul Stastny
69845,Drew Miller
69846,Nathan Gerbe
69877,Scott Parse
69886,Bill Thomas
69898,Joe Pavelski
69908,Jeff Tambellini
69909,Andrew Ebbett
70291,Al Montoya
70438,Roman Wick
70492,Ville Leino
70501,Petteri Nokelainen
70582,Adam Pardy
70619,Frederic St. Denis
70650,Jordan Lavallee
70674,Cedrick Desjardins
70683,Olivier Magnan
70696,Alex Bourret
70731,Alexandre Picard1
70732,Jonathan Boutin
70744,Tobias Enstrom
70757,Johan Fransson
70761,Andreas Holmqvist
70767,Robert Nilsson
70819,Konstantin Glazachev
70844,Nikolai Zherdev
70846,Andrei Kostitsyn
70874,Evgeny Medvedev
71282,Ladislav Smid
71292,Lukas Kaspar
71295,Jakub Kindl
71297,Marek Zagrapan
71302,Vaclav Meidl
71359,Curtis Glencross
71378,Kyle Wilson
71387,Matt Moulson
71394,Hugh Jessiman
71411,Chris Conner
71413,John Scott
71418,Zach Parise
71420,Colby Genoway
71437,T.J. Trevelyan
71733,Brent Burns
71741,Wojtek Wolski
71747,Mike Blunden
71750,Adam Dennis
71756,Ryan Callahan
71757,Ryan Garlock
71778,Brandon Prust
71779,Danny Syvret
71780,Dave Bolland
71785,Kyle Quincey
71786,Marc Methot
71793,Rob Schremp
71802,Bryan Bickell
71805,Kyle Wharton
71811,Dan Lacosta
71812,Mark Giordano
71826,Patrick Kaleta
71842,Daniel Carcillo
71845,Micheal Haley
71849,Ryan Munce
71860,Tyler Kennedy
71879,Justin Peters
71881,Nathan McIver
71941,Codey Burki
71942,Andy Rogers
71949,Troy Bodie
71963,Dustin Boyd
71968,Kendal McArdle
72018,Blair Jones
72034,Scott Jackson
72046,Carey Price
72049,Cody Franson
72051,Gilbert Brule
72055,Ben Lovejoy
72074,Ben Walter
72357,Jordan Hendry
72382,Andy Greene
72395,Juha Alen
72455,Alex Goligoski
72531,Roman Voloshenko
72626,Byron Bitz
72630,Tyson Strachan
72639,Loui Eriksson
72654,Tanner Glass
72656,Brian Boyle
72657,Konstantin Pushkarev
72665,Ryan O'Byrne
72667,Jaroslav Halak
72668,Ivan Khomutov
72672,Ryan Suter
72677,Evgeny Tunik
72686,Brian Elliott
72693,Konstantin Barulin
72694,Konstantin Zakharov
72695,Evgeny Skachkov
72696,Matt Smaby
72697,Jay Rosehill
72708,David Jones
72981,Ryan Stanton
73157,Petr Kalus
73188,Pierre-Luc Letourneau-Leblond
73204,Stanislav Lascek
73211,Martins Karsums
73218,Patrick Bordeleau
73254,David Desharnais
73268,Luc Bourdon
73269,Marc-Andre Gragnani
73274,Chad Denny
73276,Marc-Edouard Vlasic
73285,Guillaume Latendresse
73288,Sidney Crosby
73289,Joey Ryan
73350,Jean-Philippe Levasseur
73423,Matt Kassian
73424,Dustin Kohn
73428,Brendan Mikkelson
73434,Kris Russell
73436,Devin Setoguchi
73448,Kyle Cumiskey
73449,Taylor Dakers
73463,Justin Pogge
73480,Brodie Dupont
73488,Frazer McLaren
73495,Roman Tesliuk
73498,Chris Durand
73519,Zach Hamill
73679,Ben Holmstrom
73694,Jared Boll
73773,Jack Hillen
73779,Chris Butler
73802,Tim Kennedy
73812,Victor Oreskovich
73821,Justin Mercier
73824,Christian Hanson
73838,Davis Drewiske
74571,Mathieu Carle
74647,Rob Klinkhammer
74658,Karl Alzner
74659,Victor Bartley
74671,Nate Prosser
74851,Kyle Greentree
75106,Andrew Gordon
75592,Andrew Desjardins
76036,Roman Cervenka
76039,Marek Kvapil
76041,Vladimir Sobotka
76062,Johannes Salmonsson
76080,Johan Backlund
76090,Carl Soderberg
76097,Nicklas Grossmann
76125,Thomas Greiss
76155,Lauri Tukonen
76156,Antti Pihlstrom
76164,Sami Lepisto
76165,Ilari Filppula
76181,Petri Kontiola
76190,Ilkka Heikkinen
76283,Raphael Diaz
76352,Kris Chucko
76371,Mark Dekanich
76396,Jason Garrison
76440,Andrew Kozek
76453,Cameron MacIntyre
76527,Mike Santorelli
76529,Raymond Sawada
76565,Brad Thiessen
76587,Brandon Yip
76656,Ben Maxwell
76732,Teddy Purcell
76771,Cody Bass
76785,Richard Clune
76786,Cal Clutterbuck
76798,Steve Downie
76820,Bobby Hughes
76823,Derek Joslin
76834,Matt Lashoff
76840,Bryan Little
76852,Patrick McNeill
76853,Adam McQuaid
76864,Ryan O'Marra
76865,Cal O'Reilly
76868,Ryan Parent
76869,Matt Pelech
76875,Benoit Pouliot
76878,Tom Pyatt
76888,Bobby Ryan
76890,Daniel Ryder
76897,David Shantz
76907,Marc Staal
76915,Boris Valabik
76921,Mike Weber
76997,James Neal
77003,Ryan Wilson
77272,Michael Grabner
77284,Tyler Plante
77285,Leland Irving
77306,Derek Ryan
77318,Kirill Lyamin
77322,Alexander Radulov
77329,Evgeni Malkin
77331,Mikhail Grabovski
77353,Nikita Nikitin
77362,Dmitry Vorobiev
77446,Derick Brassard
77464,Robbie Earl
77467,Jake Dowell
77593,John Curry
77595,Brian Salcido
77653,Grant Lewis
77717,Dustin Penner
77718,Mike Lundin
77747,Drew Stafford
77764,Darroll Powe
77765,Kevin Westgarth
77812,Casey Borer
77829,Daniel Winnik
77856,Brad Mills
78091,Henrik Karlsson
78349,T.J. Hensick
78350,Matt Hunwick
78351,Mike Brown2
78353,A.J. Thelen
78360,Darin Olver
78368,David Brown
78369,Paul Szczechura
78373,Pierre-Edouard Bellemare
78383,Lennart Petrell
78387,Anssi Salmela
78465,Andrej Meszaros
78470,Andrej Sekera
78546,Peter Harrold
78547,Adam Pineault
78549,Marek Schwarz
78556,Tomas Popperle
78558,Karri Ramo
78560,Colin McDonald
78644,David Krejci
78651,Grant Clitsome
78667,Ryan Jones
78668,Anton Khudobin
78669,Alexei Emelin
78675,Lauri Korpikoski
78679,Peter Regin
78680,Alexander Nikulin
78686,Blake Wheeler
78687,Enver Lisin
78689,Kevin Porter
78690,Chad Kolarik
78692,Nick Johnson
78695,Torrey Mitchell
78696,Steven Zalewski
78701,Roman Polak
78704,Cory Schneider
78705,Alexander Edler
78706,Jannik Hansen
78707,Christopher Bourque
80171,Matt D'Agostini
80173,Radek Smolenak
80210,Tom Sestito
80211,Chris Stewart
80212,Nick Foligno
80213,Theo Peckham
80220,Josh Godfrey
80226,Shawn Matthias
80229,Dustin Jeffrey
80230,Bob Sanguinetti
80236,Matt Corrente
80247,Cory Emmerton
80248,Matt Halischuk
80249,Matt Beleskey
80256,Jamie McGinn
80260,Luca Caputi
80265,Brett MacLean
80284,David Schlemko
80306,Keaton Ellerby
80323,Ty Wishart
80325,Keith Seabrook
80327,Taylor Ellington
80332,Martin Hanzal
80339,Ryan Reaves
80340,Darren Helm
80353,Dale Weise
80355,Michael Sauer
80378,Riley Holzapfel
80396,Oskars Bartulis
80398,Jonathan Bernier
80421,Jason Demers
80459,Kris Letang
80463,Brad Marchand
80471,Maxim Noreau
80478,Pier-Olivier Pelletier
80486,Jerome Samson
80487,James Sheppard
80489,Jordan Staal
80491,Bryce Swan
80494,Slava Trukhno
80499,Ryan White
80669,Sergei Shirokov
80671,Anton Belov
80702,Nicklas Bergfors
80709,Johan Harju
80718,Philipp Gogulla
80764,Michael Frolik
80829,Francois Bouchard
80861,Jonas Gustavsson
80950,Erik Ersberg
80973,Andreas Nodl
80981,Mike Testwuide
80993,John McCarthy
80999,Brock Trotter
81001,Alec Martinez
81002,Justin Abdelkader
81010,Erik Condra
81013,Steven Kampfer
81014,Jeff Zatkoff
81018,Alex Stalock
81039,Joe Finley
81042,T.J. Oshie
81044,Brian Connelly
81048,Joe Vitale
81078,Trevor Lewis
81103,Nick Ross
81250,Matt Fraser
81390,Nicklas Backstrom
81400,Mark Fraser
81455,Chris Lee
81495,Yannick Weber
81559,Colton Gillies
81592,Jesse Joensuu
81671,Zack Smith
81719,Alexandre Plante
82704,Stefan Legein
82715,Derek Dorsett
82725,Brett Sonne
82752,Tomas Pospisil
82753,Ondrej Fiala
82947,Drayson Bowman
82959,Dwight King
82963,Paul Postma
82964,Colton Sceviour
