hockeyRef,name,team,pos,stats/gp,stats/goals,stats/assists,stats/pim,stats/plusMinus,stats/ppg,stats/shg,stats/gwg,stats/how,stats/fol,stats/shots,stats/blocks,stats/hits,stats/toi,stats/take,stats/give,stats/wins,stats/losses,stats/ties,stats/ga,stats/sa,stats/so,stats/toughness,stats/dstat,stats/gstat
mansojo01,"Manson,Josh",COL,D,7,2,1,8,4,0,1,0,0,0,18,10,24,132,4,15,,,,,,,32,5.6,0
marchbr03,"Marchand,Brad",FLA,LW,17,4,10,46,11,0,0,1,0,0,23,11,29,278,5,7,,,,,,,75,18.26666667,0
marchma01,"Marchment,Mason",DAL,F,18,1,4,18,-5,0,0,0,2,3,34,12,70,275,3,15,,,,,,,88,9.166666667,0
marnemi01,"Marner,Mitch",TOR,RW,13,2,11,2,-1,0,0,1,4,5,16,16,31,288,6,13,,,,,,,33,18.6,0
martijo01,"Martinook,Jordan",CAR,LW,15,1,5,8,1,0,1,1,4,9,15,14,50,246,1,6,,,,,,,58,17.2,0
martiem01,"Martinsen Lilleberg,Emil",TBL,D,5,0,1,4,0,0,0,0,0,0,1,5,8,60,1,7,,,,,,,12,2,0
mathemi01,"Matheson,Mike",MTL,D,5,0,1,2,-1,0,0,0,0,0,11,5,7,124,2,8,,,,,,,9,5.2,0
matinni01,"Matinpalo,Nikolas",OTT,D,6,0,0,2,1,0,0,0,0,0,3,8,3,78,1,4,,,,,,,5,8.9,0
matthau01,"Matthews,Auston",TOR,C,13,3,8,2,0,1,0,1,145,112,47,17,33,269,11,12,,,,,,,35,24.96666667,0
mccabja01,"McCabe,Jake",TOR,D,13,0,4,2,-1,0,0,0,0,0,10,32,23,285,5,10,,,,,,,25,41.25,0
mcdavco01,"McDavid,Connor",EDM,C,16,6,20,4,10,0,0,2,92,99,59,14,18,372,9,15,,,,,,,22,20.4,0
mcdonry01,"McDonagh,Ryan",TBL,D,5,0,3,0,2,0,0,0,0,0,8,5,7,96,3,5,,,,,,,7,7.8,0
mcmanbo02,"McMann,Bobby",TOR,F,13,0,3,16,-2,0,0,0,1,1,18,4,49,164,0,2,,,,,,,65,7.466666667,0
mcmicco01,"McMichael,Connor",WSH,C,10,4,2,2,3,0,0,0,8,14,18,8,10,170,3,9,,,,,,,12,7.666666667,0
mcnabbr01,"McNabb,Brayden",VEG,D,11,0,4,6,-7,0,0,0,0,0,10,29,33,234,2,12,,,,,,,39,30.7,0
meierti01,"Meier,Timo",NJD,RW,5,2,2,6,-1,0,0,0,0,2,18,8,21,109,2,3,,,,,,,27,10.63333333,0
merceda01,"Mercer,Dawson",NJD,C,5,2,0,8,-6,0,0,0,8,20,8,1,15,105,1,1,,,,,,,23,4.5,0
merrijo01,"Merrill,Jonathon",MIN,D,2,0,0,0,0,0,0,0,0,0,1,2,1,25,1,0,,,,,,,1,4.25,0
middlja01,"Middleton,Jacob",MIN,D,6,0,2,2,3,0,0,0,0,0,7,19,13,132,1,6,,,,,,,15,20.6,0
mikkoni01,"Mikkola,Niko",FLA,D,16,3,2,33,7,0,0,1,0,0,13,14,41,310,5,12,,,,,,,74,22.5,0
milleco02,"Miller,Colin",WPG,D,4,0,2,4,1,0,0,0,0,0,5,4,8,61,0,4,,,,,,,12,3.05,0
mooretr01,"Moore,Trevor",LAK,LW,6,2,2,0,3,0,0,0,0,1,14,8,16,120,1,4,,,,,,,16,9,0
morrijo04,"Morrissey,Josh",WPG,D,12,0,6,8,0,0,0,0,0,0,19,21,21,254,2,15,,,,,,,29,20.7,0
morrosc02,"Morrow,Scott",CAR,D,5,0,0,2,-5,0,0,0,0,0,4,2,1,52,2,4,,,,,,,3,2.6,0
moserja01,"Moser,J.J.",TBL,D,5,0,0,0,-2,0,0,0,0,0,3,8,1,77,0,4,,,,,,,1,7.85,0
moverja01,"Moverare,Jacob",LAK,D,2,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,,,,,,,0,2.25,0
namesvl01,"Namestnikov,Vladislav",WPG,C,13,3,3,16,0,1,0,1,51,87,14,7,30,212,1,5,,,,,,,46,10.06666667,0
necasma01,"Nečas,Martin",COL,C,7,1,4,0,2,0,0,0,2,3,15,1,16,146,1,5,,,,,,,16,1.866666667,0
neighja01,"Neighbours,Jake",STL,LW,7,1,5,16,-2,0,0,0,1,1,8,2,33,125,0,7,,,,,,,49,-0.833333333,0
nelsobr01,"Nelson,Brock",COL,C,7,0,4,2,2,0,0,0,52,66,13,10,9,118,4,6,,,,,,,11,11.93333333,0
nemecsi01,"Nemec,Simon",NJD,D,4,1,1,2,3,0,0,1,0,0,6,3,2,83,1,1,,,,,,,4,7.15,0
newhoal01,"Newhook,Alex",MTL,C,5,1,1,4,-3,1,0,0,10,17,8,2,5,78,0,1,,,,,,,9,3.6,0
nichuva01,"Nichushkin,Valeri",COL,RW,7,3,1,0,1,0,0,0,1,0,13,4,20,137,1,5,,,,,,,20,4.566666667,0
niedeni01,"Niederreiter,Nino",WPG,RW,13,4,2,10,-3,1,0,0,1,1,25,4,37,201,1,11,,,,,,,47,0.7,0
nikisal01,"Nikishin,Alexander",CAR,D,4,0,1,6,-5,0,0,0,0,0,3,2,17,64,1,3,,,,,,,23,3.2,0
noesest01,"Noesen,Stefan",NJD,RW,5,1,1,10,-4,0,0,0,2,1,7,1,8,83,2,2,,,,,,,18,3.766666667,0
nosekto01,"Nosek,Tomáš",FLA,C,10,0,3,2,5,0,0,0,39,46,12,8,25,114,1,5,,,,,,,27,7.8,0
nugenry01,"Nugent-Hopkins,Ryan",EDM,C,16,5,13,4,8,3,0,1,58,79,36,13,19,306,0,10,,,,,,,23,13.2,0
nurseda01,"Nurse,Darnell",EDM,D,16,2,3,8,3,0,0,0,0,0,31,32,50,381,3,11,,,,,,,58,43.05,0
nylanwi01,"Nylander,William",TOR,C,13,6,9,4,-3,1,0,0,15,5,37,7,7,248,4,9,,,,,,,11,10.26666667,0
nyquigu01,"Nyquist,Gustav",MIN,RW,6,0,0,0,0,0,0,0,1,1,2,4,3,67,0,4,,,,,,,3,2.233333333,0
oconnlo01,"O'Connor,Logan",COL,RW,7,2,4,16,5,0,1,1,0,0,11,5,13,95,2,2,,,,,,,29,8.166666667,0
olofsvi01,"Olofsson,Victor",VEG,RW,9,2,2,0,-4,2,0,0,1,1,14,1,13,129,1,4,,,,,,,13,2.3,0
orlovdm01,"Orlov,Dmitry",CAR,D,15,0,4,10,2,0,0,0,0,0,21,18,39,326,1,16,,,,,,,49,19.3,0
ovechal01,"Ovechkin,Alex",WSH,LW,10,5,1,6,0,3,0,1,0,0,33,3,31,170,1,8,,,,,,,37,1.666666667,0
pacioma01,"Pacioretty,Max",TOR,LW,11,3,5,4,1,1,0,1,0,0,14,6,61,141,2,6,,,,,,,65,6.7,0
palaton01,"Palát,Ondřej",NJD,LW,5,0,2,2,5,0,0,0,0,0,5,6,15,88,1,1,,,,,,,17,8.933333333,0
parayco01,"Parayko,Colton",STL,D,7,1,5,6,4,1,0,0,0,0,15,18,10,168,3,8,,,,,,,16,21.4,0
paulni01,"Paul,Nick",TBL,LW,5,2,0,2,-4,0,0,1,29,23,12,0,18,83,0,2,,,,,,,20,0.766666667,0
pearsta01,"Pearson,Tanner",VEG,LW,8,0,1,0,-2,0,0,0,3,2,6,2,20,71,0,2,,,,,,,20,2.366666667,0
perbini01,"Perbix,Nicklaus",TBL,D,5,0,1,4,0,0,0,0,0,0,3,2,1,65,1,4,,,,,,,5,2.25,0
perfeco01,"Perfetti,Cole",WPG,C,13,3,3,2,-4,2,0,0,4,3,28,6,32,212,1,12,,,,,,,34,2.066666667,0
perroda01,"Perron,David",OTT,LW,6,2,1,4,1,0,0,0,2,1,9,1,13,81,1,2,,,,,,,17,2.7,0
perryco01,"Perry,Corey",EDM,RW,16,7,3,8,4,4,0,1,0,2,21,1,27,223,1,8,,,,,,,35,1.433333333,0
pescebr01,"Pesce,Brett",NJD,D,5,0,3,2,4,0,0,0,0,0,8,18,2,134,4,6,,,,,,,4,22.7,0
petroal01,"Petrovic,Alexander",DAL,D,17,1,1,4,-1,0,0,1,0,0,11,15,32,217,4,8,,,,,,,36,21.85,0
pietral01,"Pietrangelo,Alex",VEG,D,10,2,4,0,1,0,0,0,0,0,13,27,9,230,6,10,,,,,,,9,34.5,0
pintosh01,"Pinto,Shane",OTT,C,6,1,1,2,-1,0,1,0,49,66,7,5,12,119,1,5,,,,,,,14,4.966666667,0
pionkne01,"Pionk,Neal",WPG,D,13,1,6,14,1,1,0,0,0,0,23,17,45,317,10,12,,,,,,,59,30.85,0
podkova01,"Podkolzin,Vasily",EDM,RW,16,1,5,18,6,0,0,0,4,7,10,10,74,174,2,1,,,,,,,92,16.8,0
pointbr01,"Point,Brayden",TBL,C,5,2,0,4,-1,0,0,0,31,29,12,2,2,109,0,1,,,,,,,6,4.633333333,0
protaal01,"Protas,Aliaksei",WSH,C,6,1,1,0,-2,0,0,0,0,1,3,5,4,106,1,7,,,,,,,4,2.533333333,0
raddyda01,"Raddysh,Darren",TBL,D,4,0,0,0,-5,0,0,0,0,0,4,4,3,56,1,2,,,,,,,3,5.8,0
raddyta01,"Raddysh,Taylor",WSH,RW,7,0,1,4,-1,0,0,0,0,1,6,2,13,78,2,1,,,,,,,17,5.6,0
rantami01,"Rantanen,Mikko",DAL,RW,18,9,13,10,-3,2,0,2,3,7,50,21,15,374,3,15,,,,,,,25,21.46666667,0
reinhsa01,"Reinhart,Sam",FLA,C,15,4,9,4,4,0,0,0,24,48,41,14,33,303,6,8,,,,,,,37,22.1,0
riellmo01,"Rielly,Morgan",TOR,D,13,4,3,4,-2,0,0,0,0,0,18,29,14,282,2,18,,,,,,,18,27.1,0
roberja01,"Robertson,Jason",DAL,LW,11,4,2,2,-5,1,0,0,0,0,22,7,12,174,3,12,,,,,,,14,3.8,0
roberni01,"Robertson,Nicholas",TOR,LW,3,1,1,6,1,0,0,0,4,0,2,4,3,30,0,2,,,,,,,9,3,0
robiner01,"Robinson,Eric",CAR,LW,15,1,2,2,-3,0,0,0,1,5,23,4,60,171,1,6,,,,,,,62,4.7,0
rodriev01,"Rodrigues,Evan",FLA,C,15,1,10,8,2,0,0,0,12,29,24,5,28,232,2,7,,,,,,,36,7.733333333,0
rosloja01,"Roslovic,Jack",CAR,C,9,1,3,0,-3,1,0,0,58,44,16,6,13,123,1,6,,,,,,,13,5.1,0
rossima01,"Rossi,Marco",MIN,C,6,2,1,6,0,0,0,0,23,24,9,3,7,67,0,2,,,,,,,13,3.233333333,0
royma04,"Roy,Matt",WSH,D,10,0,2,2,-1,0,0,0,0,0,7,30,27,239,2,6,,,,,,,29,37.95,0
royni01,"Roy,Nicolas",VEG,C,11,2,2,21,-5,1,0,0,50,46,11,4,21,158,6,9,,,,,,,42,6.266666667,0
saadbr01,"Saad,Brandon",VEG,LW,8,0,2,2,0,0,0,0,6,2,13,1,7,116,3,4,,,,,,,9,3.866666667,0
sambedy01,"Samberg,Dylan",WPG,D,13,0,3,2,1,0,0,0,0,0,15,16,13,313,5,11,,,,,,,15,25.65,0
samosma01,"Samoskevich,Mackie",FLA,RW,4,0,1,4,0,0,0,0,0,0,6,0,11,45,0,1,,,,,,,15,0.5,0
sandeja01,"Sanderson,Jake",OTT,D,6,1,2,2,-1,0,0,1,0,0,9,12,6,158,1,8,,,,,,,8,12.9,0
sandira01,"Sandin,Rasmus",WSH,D,10,0,1,0,-1,0,0,0,0,0,12,24,7,213,1,9,,,,,,,7,26.65,0
savarda01,"Savard,David",MTL,D,5,0,1,0,-2,0,0,0,0,0,2,9,8,58,1,0,,,,,,,8,12.9,0
scheima01,"Scheifele,Mark",WPG,C,11,5,6,16,5,1,0,1,78,92,22,6,21,209,4,14,,,,,,,37,2.966666667,0
schenbr01,"Schenn,Brayden",STL,C,7,2,1,30,-5,0,0,1,56,44,10,6,20,126,1,4,,,,,,,50,7.2,0
schenlu01,"Schenn,Luke",WPG,D,11,0,1,32,-8,0,0,0,0,0,11,13,59,182,3,9,,,,,,,91,16.1,0
schmina01,"Schmidt,Nate",FLA,D,17,3,4,4,6,1,0,2,0,0,17,15,27,265,7,14,,,,,,,31,21.25,0
schwico01,"Schwindt,Cole",VEG,RW,1,0,0,0,0,0,0,0,2,2,0,0,0,6,0,0,,,,,,,0,0.2,0
seguity01,"Seguin,Tyler",DAL,C,18,4,4,10,-3,1,0,1,71,62,28,3,13,272,3,17,,,,,,,23,-1.933333333,0
siegejo01,"Siegenthaler,Jonas",NJD,D,3,0,0,6,-3,0,0,0,0,0,3,9,11,80,0,2,,,,,,,17,11,0
skinnje01,"Skinner,Jeff",EDM,LW,2,1,1,0,-1,0,0,0,0,0,4,0,8,24,0,0,,,,,,,8,0.8,0
slafkju01,"Slafkovsky,Juraj",MTL,LW,5,2,0,4,-4,1,0,0,0,0,15,1,15,99,0,4,,,,,,,19,0.3,0
slavija01,"Slavin,Jaccob",CAR,D,15,2,2,0,10,0,0,1,0,0,31,36,8,356,10,19,,,,,,,8,44.8,0
smithre01,"Smith,Reilly",VEG,RW,11,3,1,4,1,0,1,1,1,3,17,7,20,172,3,7,,,,,,,24,8.733333333,0
snuggji01,"Snuggerud,Jimmy",STL,RW,7,2,2,0,2,1,0,0,0,0,12,3,9,120,3,2,,,,,,,9,8,0
spencjo01,"Spence,Jordan",LAK,D,5,1,0,0,-1,0,0,0,0,0,2,5,3,38,0,2,,,,,,,3,4.9,0
spronda01,"Sprong,Daniel",NJD,RW,1,0,0,0,-1,0,0,0,0,0,0,2,2,11,0,0,,,,,,,2,2.366666667,0
spurgja01,"Spurgeon,Jared",MIN,D,6,1,0,0,5,0,0,0,0,0,12,17,4,137,0,8,,,,,,,4,15.85,0
staaljo01,"Staal,Jordan",CAR,C,15,2,1,8,-1,0,0,0,160,137,18,11,68,254,2,11,,,,,,,76,10.46666667,0
stanklo01,"Stankoven,Logan",CAR,C,15,5,3,2,-1,2,0,2,5,8,24,4,18,233,6,12,,,,,,,20,5.766666667,0
stanllo01,"Stanley,Logan",WPG,D,5,0,0,42,-2,0,0,0,0,0,1,6,10,58,1,6,,,,,,,52,3.9,0
stechtr01,"Stecher,Troy",EDM,D,6,0,0,2,3,0,0,0,0,0,6,7,6,96,0,2,,,,,,,8,9.8,0
steelsa01,"Steel,Sam",DAL,C,18,1,6,18,-1,0,0,0,69,57,13,12,32,250,0,8,,,,,,,50,12.33333333,0
stonema01,"Stone,Mark",VEG,RW,10,4,4,0,-4,1,0,1,0,0,21,11,9,204,3,9,,,,,,,9,11.8,0
stromdy01,"Strome,Dylan",WSH,C,10,2,9,2,0,0,0,1,73,87,15,8,5,174,1,8,,,,,,,7,6.8,0
strubja01,"Struble,Jayden",MTL,D,2,0,0,0,-2,0,0,0,0,0,1,0,2,25,1,2,,,,,,,2,0.25,0
sturmni01,"Sturm,Nico",FLA,C,8,0,0,0,-3,0,0,0,25,36,3,2,16,72,0,3,,,,,,,16,1.4,0
stuetti02,"Stützle,Tim",OTT,LW,6,2,3,2,1,1,0,0,17,15,14,3,34,120,2,3,,,,,,,36,6,0
sundqos01,"Sundqvist,Oskar",STL,C,7,1,1,6,1,0,0,0,24,34,6,1,26,107,4,10,,,,,,,32,-1.433333333,0
suterry01,"Suter,Ryan",STL,D,5,0,1,0,-2,0,0,0,0,0,2,9,2,85,0,7,,,,,,,2,6.25,0
suzukni01,"Suzuki,Nick",MTL,C,5,2,0,2,-5,1,0,0,47,34,14,4,11,111,2,7,,,,,,,13,2.7,0
svechan01,"Svechnikov,Andrei",CAR,RW,15,8,4,22,4,1,0,3,2,5,40,2,62,271,3,22,,,,,,,84,-7.966666667,0
tanevbr01,"Tanev,Brandon",WPG,LW,13,0,0,18,-2,0,0,0,0,1,9,18,44,142,5,4,,,,,,,62,23.73333333,0
tanevch01,"Tanev,Chris",TOR,D,13,1,2,2,2,0,0,0,0,0,3,38,7,254,4,13,,,,,,,9,41.7,0
tatarto01,"Tatar,Tomáš",NJD,LW,4,0,0,2,1,0,0,0,0,0,3,1,7,47,0,2,,,,,,,9,0.566666667,0
tavarjo01,"Tavares,John",TOR,C,13,5,2,10,-6,3,0,1,107,89,40,14,22,241,2,13,,,,,,,32,11.03333333,0
texieal01,"Texier,Alexandre",STL,C,3,0,1,0,-1,0,0,0,0,1,2,0,8,36,1,1,,,,,,,8,1.2,0
theodsh01,"Theodore,Shea",VEG,D,11,2,3,0,-9,2,0,0,0,0,24,20,1,253,1,17,,,,,,,1,16.65,0
thomaro01,"Thomas,Robert",STL,C,7,2,6,4,0,1,0,0,73,68,8,2,11,147,3,10,,,,,,,15,-0.1,0
tkachbr01,"Tkachuk,Brady",OTT,LW,6,4,3,6,2,1,0,0,8,18,22,1,30,110,1,3,,,,,,,36,2.666666667,0
tkachma01,"Tkachuk,Matthew",FLA,LW,17,5,11,29,4,3,0,0,0,0,27,9,38,285,7,10,,,,,,,67,15.5,0
toewsde01,"Toews,Devon",COL,D,7,1,3,2,3,0,0,0,0,0,5,17,5,172,4,6,,,,,,,7,23.6,0
tonindo01,"Toninato,Dominic",WPG,C,2,0,0,2,-1,0,0,0,5,7,0,1,8,18,1,1,,,,,,,10,1.6,0
toropal01,"Toropchenko,Alexey",STL,RW,7,2,2,10,7,0,0,0,0,1,8,5,27,98,0,3,,,,,,,37,5.266666667,0
treniya01,"Trenin,Yakov",MIN,C,6,0,2,0,0,0,0,0,1,3,3,5,34,57,1,0,,,,,,,34,7.9,0
tuckety01,"Tucker,Tyler",STL,D,3,1,0,4,0,0,0,1,0,0,4,2,12,43,2,3,,,,,,,16,3.15,0
turcoal02,"Turcotte,Alex",LAK,C,3,0,0,0,-2,0,0,0,0,0,0,2,3,17,2,0,,,,,,,3,4.566666667,0
vanritr01,"van Riemsdyk,Trevor",WSH,D,10,0,2,4,0,0,0,0,0,0,3,18,1,160,2,8,,,,,,,5,20,0
verhaca01,"Verhaeghe,Carter",FLA,C,17,6,8,4,4,3,0,2,6,12,40,4,48,311,4,13,,,,,,,52,5.366666667,0
vilarga01,"Vilardi,Gabriel",WPG,C,9,1,3,4,1,1,0,1,31,18,21,8,11,177,3,7,,,,,,,15,9.9,0
walkena01,"Walker,Nathan",STL,C,7,3,1,22,5,0,0,0,4,2,11,10,40,102,1,6,,,,,,,62,8.4,0
walkese01,"Walker,Sean",CAR,D,12,1,2,2,1,0,0,0,0,0,24,16,16,221,6,7,,,,,,,18,26.05,0
walmaja01,"Walman,Jake",EDM,D,16,1,5,6,12,0,0,0,0,0,24,43,24,315,4,16,,,,,,,30,46.75,0
whiteza01,"Whitecloud,Zach",VEG,D,11,0,2,8,-3,0,0,0,0,0,8,16,28,192,2,4,,,,,,,36,23.6,0
wilsoto01,"Wilson,Tom",WSH,RW,10,3,4,14,3,1,0,0,3,3,19,9,51,200,4,16,,,,,,,65,3.666666667,0
woodmi01,"Wood,Miles",COL,LW,1,0,0,0,-3,0,0,0,0,0,1,0,7,13,0,1,,,,,,,7,-0.566666667,0
xhekaar01,"Xhekaj,Arber",MTL,D,3,0,0,4,1,0,0,0,0,0,2,0,12,33,1,2,,,,,,,16,0.65,0
zettefa01,"Zetterlund,Fabian",OTT,W,6,0,0,0,0,0,0,0,0,2,9,2,16,81,2,4,,,,,,,16,2.7,0
zubar01,"Zub,Artem",OTT,D,6,0,1,2,0,0,0,0,0,0,3,15,3,136,1,11,,,,,,,5,11.8,0
zuccama01,"Zuccarello,Mats",MIN,LW,6,1,2,0,-1,0,0,1,0,2,8,1,11,112,2,6,,,,,,,11,0.733333333,0
anderfr01,"Andersen,Frederik",CAR,G,13,0,0,0,,,,,,,,,,NaN,,,8,5,0,25,269,2,0,0,35.35
binnijo01,"Binnington,Jordan",STL,G,7,0,0,0,,,,,,,,,,NaN,,,3,4,0,19,192,0,0,0,15.8
blackma01,"Blackwood,Mackenzie",COL,G,7,0,0,0,,,,,,,,,,NaN,,,3,4,0,19,176,1,0,0,15.4
bobrose01,"Bobrovsky,Sergei",FLA,G,17,0,0,0,,,,,,,,,,NaN,,,12,5,0,36,408,3,0,0,55.2
comrier01,"Comrie,Eric",WPG,G,3,0,0,0,,,,,,,,,,NaN,,,0,0,0,1,13,0,0,0,0.95
desmica01,"DeSmith,Casey",DAL,G,2,0,0,0,,,,,,,,,,NaN,,,0,1,0,4,34,0,0,0,1.1
dobesja01,"Dobes,Jakub",MTL,G,3,0,0,0,,,,,,,,,,NaN,,,1,2,0,7,59,0,0,0,3.85
fleurma01,"Fleury,Marc-André",MIN,G,1,0,0,0,,,,,,,,,,NaN,,,0,1,0,1,7,0,0,0,0.05
gustafi01,"Gustavsson,Filip",MIN,G,6,0,0,0,,,,,,,,,,NaN,,,2,3,0,16,185,0,0,0,15.75
helleco01,"Hellebuyck,Connor",WPG,G,13,0,0,0,,,,,,,,,,NaN,,,6,7,0,39,290,2,0,0,20.5
hillad01,"Hill,Adin",VEG,G,11,0,0,0,,,,,,,,,,NaN,,,5,6,0,33,292,0,0,0,20.8
kochepy01,"Kochetkov,Pyotr",CAR,G,4,0,0,2,,,,,,,,,,NaN,,,1,1,0,12,83,0,2,0,2.45
kuempda01,"Kuemper,Darcy",LAK,G,6,0,0,0,,,,,,,,,,NaN,,,2,4,0,23,207,0,0,0,12.05
lindgch01,"Lindgren,Charlie",WSH,G,1,0,0,0,,,,,,,,,,NaN,,,0,0,0,1,5,0,0,0,-0.25
marksja02,"Markström,Jacob",NJD,G,5,0,0,0,,,,,,,,,,NaN,,,1,4,0,16,180,0,0,0,13
montesa01,"Montembeault,Sam",MTL,G,3,0,0,0,,,,,,,,,,NaN,,,0,2,0,7,76,0,0,0,4.4
murrama02,"Murray,Matt",TOR,G,1,0,0,0,,,,,,,,,,NaN,,,0,0,0,1,7,0,0,0,0.05
oettija01,"Oettinger,Jake",DAL,G,18,0,0,2,,,,,,,,,,NaN,,,9,8,0,48,503,0,2,0,45.45
pickaca01,"Pickard,Calvin",EDM,G,7,0,0,0,,,,,,,,,,NaN,,,6,0,0,19,170,0,0,0,18.5
schmiak01,"Schmid,Akira",VEG,G,1,0,0,0,,,,,,,,,,NaN,,,0,0,0,0,9,0,0,0,1.35
skinnst01,"Skinner,Stuart",EDM,G,10,0,0,0,,,,,,,,,,NaN,,,6,4,0,25,261,3,0,0,32.15
stolaan01,"Stolarz,Anthony",TOR,G,7,0,0,2,,,,,,,,,,NaN,,,4,2,0,15,151,0,2,0,15.65
thomplo01,"Thompson,Logan",WSH,G,10,0,0,0,,,,,,,,,,NaN,,,5,5,0,24,290,0,0,0,29.5
ullmali01,"Ullmark,Linus",OTT,G,6,0,0,0,,,,,,,,,,NaN,,,2,4,0,18,150,1,0,0,10.5
vasilan02,"Vasilevskiy,Andrei",TBL,G,5,0,0,0,,,,,,,,,,NaN,,,1,4,0,16,125,0,0,0,4.75
wedgesc01,"Wedgewood,Scott",COL,G,1,0,0,0,,,,,,,,,,NaN,,,0,0,0,0,8,0,0,0,1.2
wolljo01,"Woll,Joseph",TOR,G,7,0,0,0,,,,,,,,,,NaN,,,3,4,0,23,201,1,0,0,15.15
