ID,ABBR,RESERVE,NHL
catesno01,UTA,R,PHI
coleia01,UTA,R,UTA
cuyllwi01,UTA,R,NYR
edmunjo01,UTA,R,LAK
fernsme01,UTA,R,VAN
hoglani01,UTA,R,VAN
hollody01,UTA,R,STL
horcowi01,UTA,R,PIT
hronefi01,UTA,R,VAN
hughequ01,UTA,R,MIN
kolyavl01,UTA,R,BOS
lekkejo01,UTA,R,VAN
lundeis01,UTA,R,CBJ
mcbaija03,UTA,R,UTA
medveal01,UTA,R,VAN
moorewi01,UTA,R,BOS
myniosa01,UTA,R,VAN
nymanja01,UTA,R,SEA
petteel01,UTA,R,VAN
petteel02,UTA,R,VAN
pointbr01,UTA,R,TBL
rasmumi01,UTA,R,DET
schenbr01,UTA,R,NYI
sidorye01,UTA,R,ANA
skjeibr01,UTA,R,NSH
spellaj01,UTA,R,CHI
stamkst01,UTA,R,NSH
sturmni01,UTA,R,MIN
anderra01,UTA,,VEG
schmiak01,UTA,,VEG
allenja01,VAN,R,NJD
beckow01,VAN,R,MTL
beniema01,VAN,R,SEA
blaissa01,VAN,R,MTL
cecico01,VAN,R,LAK
davidja01,VAN,R,MTL
demkoth01,VAN,R,VAN
druryja01,VAN,R,COL
engstad01,VAN,R,MTL
fleurca01,VAN,R,SEA
frondan01,VAN,R,CHI
guhleka01,VAN,R,MTL
jiricda01,VAN,R,PHI
kemeljo01,VAN,R,NSH
koivuaa01,VAN,R,MTL
kuralse01,VAN,R,BOS
lindsca01,VAN,R,CBJ
luostee01,VAN,R,FLA
matthau01,VAN,R,TOR
mazurca01,VAN,R,DET
mintefr01,VAN,R,BOS
moonejo01,VAN,R,MTL
morrosc02,VAN,R,NYR
perrega01,VAN,R,NYR
pulocry01,VAN,R,NYI
raymolu01,VAN,R,DET
ritchry01,VAN,R,MIN
tanevch01,VAN,R,TOR
turcoal02,VAN,R,LAK
xhekaar01,VAN,R,MTL
xhekafl01,VAN,R,MTL
zharoal01,VAN,R,MTL
behrese01,VEG,R,COL
chaboth01,VEG,R,OTT
chaffmi01,VEG,R,TBL
chychja01,VEG,R,WSH
duclaan01,VEG,R,NYI
duhaibr01,VEG,R,WSH
dumoubr01,VEG,R,LAK
dvorach01,VEG,R,PHI
hamblja01,VEG,R,---
hugheja03,VEG,R,NJD
ioriovi01,VEG,R,NYR
johanma03,VEG,R,MIN
kapanol01,VEG,R,MTL
lyubuil01,VEG,R,DAL
mcdonry01,VEG,R,TBL
mcilrdy01,VEG,R,WSH
mckowhu01,VEG,R,---
mcmicco01,VEG,R,WSH
nosekto01,VEG,R,FLA
protaal01,VEG,R,WSH
samuema02,VEG,R,BUF
sandira01,VEG,R,WSH
sherwki01,VEG,R,SJS
sogaama01,VEG,R,OTT
sourdju01,VEG,R,WSH
steelsa01,VEG,R,DAL
stevecl01,VEG,R,WSH
stuetti02,VEG,R,OTT
vanritr01,VEG,R,WSH
vilarga01,VEG,R,WPG
wolfdu01,VEG,R,CGY
barbaiv01,VEG,,VEG
dowdni01,VEG,,VEG
webbeca01,VEG,,CAR
blackco01,WPG,R,DAL
blackma01,WPG,R,COL
brazeju01,WPG,R,PIT
bruniha01,WPG,R,PIT
crevilo01,WPG,R,CHI
dellaty01,WPG,R,SJS
doughdr01,WPG,R,LAK
faksara01,WPG,R,DAL
faulkju01,WPG,R,DET
horvabo01,WPG,R,NYI
ingraco01,WPG,R,EDM
jarrytr01,WPG,R,EDM
kanepa01,WPG,R,DET
karlser01,WPG,R,PIT
klingjo01,WPG,R,SJS
koivuvi01,WPG,R,PIT
kopitan01,WPG,R,LAK
krebspe01,WPG,R,BUF
kulakbr01,WPG,R,COL
letankr01,WPG,R,PIT
lizotbl01,WPG,R,PIT
malkiev01,WPG,R,PIT
mcgroru01,WPG,R,PIT
murasse01,WPG,R,PIT
murphco02,WPG,R,EDM
novakth01,WPG,R,PIT
petryje01,WPG,R,MIN
pickaca01,WPG,R,EDM
rakelri01,WPG,R,PIT
sheary01,WPG,R,PIT
stivajo01,WPG,R,PIT
treniya01,WPG,R,MIN
zibanmi01,WPG,R,NYR
hallta02,WPG,,CAR
huttobe01,WPG,,VEG
saadbr01,WPG,,VEG
bonkol01,WSH,R,PHI
boqviad01,WSH,R,NYI
carlobr01,WSH,R,TOR
carrisa01,WSH,R,BUF
cizikca01,WSH,R,NYI
comphj.01,WSH,R,DET
forsban01,WSH,R,LAK
freijal01,WSH,R,WPG
glendlu01,WSH,R,PHI
greenli01,WSH,R,LAK
grubaph01,WSH,R,SEA
hemmiem01,WSH,R,DAL
jellvos01,WSH,R,BOS
jokihhe01,WSH,R,BOS
kudryki01,WSH,R,VAN
kuninlu01,WSH,R,FLA
leddyni01,WSH,R,SJS
lyselfa01,WSH,R,BOS
manthan01,WSH,R,PIT
marchbr03,WSH,R,FLA
mcavoch01,WSH,R,BOS
mcleory01,WSH,R,BUF
merkuge01,WSH,R,BOS
merzlel01,WSH,R,CBJ
mirosiv01,WSH,R,WSH
monahse01,WSH,R,CBJ
nurseda01,WSH,R,EDM
rantami01,WSH,R,DAL
reidca01,WSH,R,NSH
sanhetr01,WSH,R,PHI
stenlke01,WSH,R,UTA
vaakaur01,WSH,R,NYR
wilsoto01,WSH,R,WSH
zellewi01,WSH,R,BOS
kotkaje01,WSH,,CAR
