hockeydb,name
73679, Ben Holmstrom
19107, Tomas Holmstrom
113836, Jonas Holos
89936, Braden Holtby
80378, Riley Holzapfel
89593, Korbinian Holzer
2347, Brian Holzinger
170227, Julius Honka
112706, Roman Horak
26126, Shawn Horcoff
29130, Darcy Hordichuk
87900, Patric Hornqvist
59739, Nathan Horton
145053, Bo Horvat
160279, Joshua Ho-Sang
45199, Marcel Hossa
28407, Marian Hossa
2369, Doug Houda
22748, Eric Houde
2370, Mike Hough
2371, Bill Houlder
62250, Martin Houle
2374, Phil Housley
67804, Jimmy Howard
111625, Quinton Howden
2379, Mark Howe
98498, Ryan Howse
22894, Jan Hrdina
2389, Tony Hrkac
2390, Kelly Hrudey
2392, Bill Huard
49106, Petr Hubacek
122625, Jonathan Huberdeau
2397, Charlie Huddy
56969, Jiri Hudler
129714, Charles Hudon
47222, Cristobal Huet
2402, Kerry Huffman
76820, Bobby Hughes
759, Brent Hughes
18293, Joe Hulbig
2410, Brett Hull
2412, Jody Hull
2413, Cale Hulse
51176, Ivan Huml
2419, Dale Hunter
2422, Tim Hunter
31114, Trent Hunter
78350, Matt Hunwick
161181, Connor Hurley
29109, Jani Hurme
2427, Jamie Huscroft
36946, Kristian Huselius
35411, Kent Huskins
44997, Andrew Hutchinson
96549, Michael Hutchinson
97772, Carter Hutton
2441, Al Iafrate
14470, Jarome Iginla
2447, Victor Ignatjev
62694, Jarkko Immonen
2460, Peter Ing
2472, Arturs Irbe
67653, Danny Irmen
77285, Leland Irving
83911, Matt Irwin
19347, Brad Isbister
30112, Raitis Ivanans
2484, Pat Jablonski
30993, Barret Jackman
23560, Richard Jackman
54834, Tim Jackman
72034, Scott Jackson
160575, Joshua Jacobs
61451, Jean-Francois Jacques
2497, Jaromir Jagr
23902, John Jakopin
45066, Doug Janik
155332, Mark Jankowski
152763, Mattias Janmark
2505, Craig Janney
59645, Cam Janssen
2506, Mark Janssens
106831, Jaroslav Janus
31799, Ryan Jardine
127561, Calle Jarnkrok
145157, Tristan Jarry
15590, Martti Jarventie
96477, Joonas Jarvinen
130745, Dmitrij Jaskin
42470, Jason Jaspers
80229, Dustin Jeffrey
122877, Boone Jenner
2527, Grant Jennings
128613, Nicklas Jensen
71394, Hugh Jessiman
44992, Jeff Jillson
81592, Jesse Joensuu
122175, Ryan Johansen
18629, Andreas Johansson
2547, Calle Johansson
62723, Jonas Johansson1
37644, Magnus Johansson
98452, Marcus Johansson
6746, Mathias Johansson
49892, Aaron Johnson
24078, Brent Johnson1
69015, Chad Johnson
12125, Craig Johnson
95359, Erik Johnson
2559, Greg Johnson
87869, Jack Johnson
2560, Jim Johnson
11374, Matt Johnson
21941, Mike Johnson
78692, Nick Johnson
20431, Ryan Johnson1
107053, Tyler Johnson
37602, Kim Johnsson
56781, Jussi Jokinen
28403, Olli Jokinen
2581, Jean-Francois Jomphe
72018, Blair Jones
72708, David Jones
2588, Keith Jones
96659, Martin Jones
62916, Matt Jones
62862, Randy Jones
78667, Ryan Jones
130914, Seth Jones
26842, Ty Jones
37613, Hans Jonsson
14100, Jorgen Jonsson
2591, Kenny Jonsson
51174, Lars Jonsson
112722, Jacob Josefson
2594, Chris Joseph
2595, Curtis Joseph
100921, Roman Josi
76823, Derek Joslin
2599, Ed Jovanovski
11378, Patrik Juhlin
2608, Joe Juneau
94561, Jonas Junland
55061, Milan Jurcina
122629, Tomas Jurco
118284, Kirill Kabanov
2616, Frantisek Kaberle
30372, Tomas Kaberle
64529, Anton Kadeykin
96553, Nazem Kadri
51186, Magnus Kahnberg
71826, Patrick Kaleta
36978, Dmitri Kalinin
16594, Tomi Kallio
73157, Petr Kalus
173021, Vladislav Kamenev
2622, Valeri Kamensky
2624, Kevin Kaminski
2625, Yan Kaminsky
81013, Steven Kampfer
83431, Tomas Kana
98634, Evander Kane
96554, Patrick Kane
57050, Petr Kanko
162338, Kasperi Kapanen
34083, Niko Kapanen
2628, Sami Kapanen
169601, Vaclav Karabacek
2634, Ladislav Karabin
15588, Jere Karalahti
49645, Martin Kariya
2640, Paul Kariya
27639, Steve Kariya
37563, Andreas Karlsson
172966, Anton Karlsson
112742, Erik Karlsson
78091, Henrik Karlsson
142653, William Karlsson
2647, Dave Karpa
2649, Valeri Karpov
2650, Alexander Karpovtsev
73211, Martins Karsums
2651, Alexei Kasatonov
71292, Lukas Kaspar
2652, Darius Kasparaitis
73423, Matt Kassian
106835, Zack Kassian
89793, Mark Katic
63729, Alexei Kaygorodov
2658, Mike Keane
64589, Bracken Kearns
2661, Dan Keczmer
42291, Sheldon Keefe
63187, Duncan Keith
45246, Matt Keith
31865, Chris Kelly
17658, Steve Kelly
29276, Scott Kelman
172743, Adrian Kempe
96398, Mario Kempe
2683, Dean Kennedy
2685, Mike Kennedy
724, Sheldon Kennedy
73802, Tim Kennedy
71860, Tyler Kennedy
126410, Michael Keranen
130916, Nicolas Kerdiles
2701, Dan Kesa
67780, Ryan Kesler
99552, Blake Kessel
93039, Phil Kessel
2702, Markus Ketterer
2703, Nikolai Khabibulin
51291, Alexander Kharitonov
2706, Alexander Kharlamov
47620, Alexander Khavanov
2707, Yuri Khmylev
130571, Alexander Khokhlachev
51211, Vadim Khomitsky
72668, Ivan Khomutov
2710, Dmitri Khristich
78668, Anton Khudobin
2713, Trevor Kidd
17660, Chad Kilger
105394, Alex Killorn
2719, Darin Kimble
112140, Keith Kinkaid
71295, Jakub Kindl
62496, D.J. King
2723, Derek King
82959, Dwight King
49806, Jason King
2725, Kris King
2727, Steven King
2732, Marko Kiprusoff
15587, Miikka Kiprusoff
2737, Kelly Kisio
117203, Maxim Kitsyn
2741, Patric Kjellberg
2744, Trent Klatt
2745, Ken Klee
134395, Oscar Klefbom
55337, Kevin Klein
2748, Jon Klemm
62529, Jakub Klepis
50111, Rostislav Klesla
2750, Petr Klima
134066, Morgan Klimchuk
118542, Carl Klingberg
127778, John Klingberg
74647, Rob Klinkhammer
43842, Tomas Kloucek
116674, Connor Knapp
112457, Corban Knight
116045, Jared Knight
2765, Mike Knuble
19131, Espen Knutsen
56762, Igor Knyazev
56482, Chuck Kobasew
51285, David Koci
2767, Joey Kocur
130585, Slater Koekkoek
73424, Dustin Kohn
15571, Ladislav Kohn
56033, Ville Koistinen
34074, Tom Koivisto
50549, Toni Koivisto
56074, Mikko Koivu
2771, Saku Koivu
49628, Krys Kolanos
78690, Chad Kolarik
43906, Juraj Kolnik
59066, Kirill Koltsov
45141, Konstantin Koltsov
2774, Olaf Kolzig
19310, Zenith Komarniski
90107, Leo Komarov
55632, Mike Komisarek
56848, Maxim Kondratiev
42428, Zenon Konopka
2778, Steve Konowalchuk
2780, Vladimir Konstantinov
76181, Petri Kontiola
2781, Chris Kontos
51216, Tomas Kopecky
83457, Anze Kopitar
2788, Dan Kordic
63027, Jakub Koreis
63799, Konstantin Korneyev
2793, Igor Korolev
20488, Alexander Korolyuk
93565, Sergei Korostin
78675, Lauri Korpikoski
112570, Mikko Koskinen
130579, Scott Kosmachuk
143103, Yaroslav Kosov
70846, Andrei Kostitsyn
89832, Sergei Kostitsyn
84939, Mike Kostka
31863, Tom Kostopoulos
49093, Ales Kotalik
56745, Ilya Kovalchuk
2802, Andrei Kovalenko
2803, Alexei Kovalev
76440, Andrew Kozek
2808, Viktor Kozlov
2809, Vyacheslav Kozlov
45185, Milan Kraft
14133, Ryan Kraft
48688, Brent Krahn
55284, Lukas Krajicek
2816, Igor Kravchuk
120939, Chris Kreider
78644, David Krejci
57178, Kamil Kreps
113816, Danny Kristo
2825, Sergei Krivokrasov
27657, Jason Krog
2829, Robert Kron
51215, Niklas Kronwall
64565, Staffan Kronwall
2830, Vlastimil Kroupa
116521, Torey Krug
118529, Marcus Kruger
2833, Uwe Krupp
2835, Paul Kruse
2836, Mike Krushelnyski
2840, Todd Krygier
59430, Artem Kryukov
23728, Filip Kuba
97888, Tomas Kubalik
29093, Pavel Kubina
2844, Frantisek Kucera
123889, Nikita Kucherov
2845, Alexei Kudashov
2846, Bob Kudelski
45106, Kristian Kudroc
115809, Tom Kuhnhackl
102649, Darcy Kuemper
113824, Dmitri Kugryshev
56047, Lasse Kukkonen
57356, Roman Kukumberg
130818, Brett Kulak
95343, Arturs Kulda
95387, Nikolai Kulemin
45078, Mikhail Kuleshov
116200, Dmitry Kulikov
34198, Jarno Kultanen
98024, Tomas Kundratek
49486, Chris Kunitz
112484, Cody Kunyk
50231, Tomas Kurka
2852, Jari Kurri
16001, Justin Kurtz
2855, Tom Kurvers
51179, Zdenek Kutlak
123909, Evgeny Kuznetsov
14463, Maxim Kuznetsov
76039, Marek Kvapil
2862, Dmitri Kvartalnov
29094, Oleg Kvasha
26819, Joel Kwiatkowski
2865, Nick Kypreos
2867, Jim Kyte
83090, Teemu Laakso
22601, Antti Laaksonen
29212, Jason LaBarbera
6002, Jean-Francois Labbe
2888, Scott Lachance
2889, Blaine Lacher
104478, Eddie Lack
71811, Dan Lacosta
19371, Dan LaCouture
2894, Daniel Lacroix
2895, Eric Lacroix
62622, Andrew Ladd
2898, Randy Ladouceur
2900, Nathan Lafayette
11396, Christian LaFlamme
89531, Antoine Lafleur
2871, Pat Lafontaine
3037, Scott Lagrand
62641, Janne Lahti
55402, Brooks Laich
29161, Quintin Laing
31729, Andre Lakos
16316, Patrick Lalime
96558, Shawn Lalonde
2925, Mike Lalor
2928, Mark Lamb
2930, Denny Lambert
13789, Marc Lamothe
107124, Anton Lander
118530, Gabriel Landeskog
21479, Eric Landry
2942, Robert Lang
6386, Darren Langdon
6215, Jamie Langenbrunner
33865, Josh Langfeld
11397, Daymond Langkow
17929, Scott Langkow
2956, Daniel Laperriere
2957, Ian Laperriere
62360, Maxim Lapierre
2959, Claude Lapointe
2962, Martin Lapointe
19350, Georges Laraque
2973, Igor Larionov
160580, Dylan Larkin
2978, Steve Larmer
27631, Michel Larocque
55298, Chad Larose
2986, Steve Larouche
14469, Brad Larsen
101280, Philip Larsen
118565, Adam Larsson
95351, Daniel Larsson
127786, Johan Larsson
45125, Jan Lasak
73204, Stanislav Lascek
96561, Brian Lashoff
76834, Matt Lashoff
73285, Guillaume Latendresse
106838, Michael Latta
128062, Scott Laughton
3001, Janne Laukkanen
116604, Oliver Lauridsen
3005, Paul Laus
70650, Jordan Smotherman
3019, Mark Lawrence
134039, Curtis Lazar
35553, Jay Leach
3043, Steve Leach
55640, Brett Lebda
3048, Stephan Lebeau
104238, Drew LeBlanc
110977, Louis Leblanc
26809, Vincent Lecavalier
3036, John Leclair
43875, Pascal Leclaire
19359, Mike Leclerc
3061, Eric Lecompte
119093, Nick Leddy
3067, Grant Ledyard
120938, Anders Lee
83000, Brian Lee
28823, Brad Leeb
3070, Gary Leeman
3071, Brian Leetch
43845, Guillaume Lefebvre
3077, Sylvain Lefebvre
3081, Manny Legace
82704, Stefan Legein
31823, David Legwand
147613, Artturi Lehkonen
120942, Robin Lehner
43828, Yannick Lehoux
96457, Jori Lehtera
3088, Jere Lehtinen
50538, Kari Lehtonen
87863, Mikko Lehtonen1
42501, Mike Leighton
70492, Ville Leino
130558, Josh Leivo
160583, Brendan Lemieux
3102, Claude Lemieux
3104, Jocelyn Lemieux
3105, Mario Lemieux
62871, David Leneveu
42548, Jordan Leopold
76164, Sami Lepisto
151981, Brett Lernout
3116, Francois Leroux
23898, Jean-Yves Leroux
3118, Curtis Leschyshyn
29682, Francis Lessard
54881, Junior Lessard
128067, Lucas Lessio
80459, Kris Letang
91120, Mark Letestu
73188, Pierre-Luc Letourneau-Leblond
24125, Trevor Letowski
170314, Maxim Letunov
73350, Jean-Philippe Levasseur
113817, Daultan Leveille
4537, Samantha Levine
3130, Scott Levins
77653, Grant Lewis
81078, Trevor Lewis
3145, Doug Lidster
3146, Nicklas Lidstrom
49597, John-Michael Liles
37610, Andreas Lilja
28402, Juha Lind
94541, Anders Lindback
3149, Chris Lindberg
127604, Oscar Lindberg
3152, Trevor Linden
3154, Mats Lindgren
84345, Perttu Lindgren
152765, Elias Lindholm
152875, Hampus Lindholm
41508, Fredrik Lindquist
3157, Brett Lindros
3158, Eric Lindros
3160, Bill Lindsay
56896, Joakim Lindstrom
26790, Richard Lintner
78687, Enver Lisin
76840, Bryan Little
3177, Darcy Loewen
3187, Claude Loiselle
112618, Andrei Loktionov
3188, Andrei Lomakin
43804, Matthew Lombardi
3191, Brian Loney
3192, Troy Loney
72055, Ben Lovejoy
28737, Reed Low
3216, Kevin Lowe
122998, Adam Lowry
3217, Dave Lowry
83957, Milan Lucic
3222, Craig Ludwig
22629, Brad Lukowich
3237, Jyrki Lumme
77718, Mike Lundin
40733, Jamie Lundmark
51269, Henrik Lundqvist
51209, Joel Lundqvist
49935, Mikko Luoma
26791, Roberto Luongo
29177, Ross Lupaschuk
54466, Joffrey Lupul
77318, Kirill Lyamin
36950, Roman Lyashenko
19334, Toni Lydman
46429, Doug Lynch
145065, Olli Maatta
51286, Tero Maatta
69005, Clarke MacArthur
43895, Andrew MacDonald
25068, Craig MacDonald
3266, Doug MacDonald
35678, Joey MacDonald
89541, Maxime Macenauer
90116, Spencer Machacek
3282, Al MacInnis
160585, Ryan MacInnis
76453, Cameron MacIntyre
3308, Norm Maciver
31779, Derek MacKenzie
143744, Nathan MacKinnon
80265, Brett MacLean
17673, Donald MacLean
3293, John MacLean
160586, Johnathan MacLeod
3312, Jamie Macoun
3305, Craig MacTavish
3313, John Madden
3314, Darrin Madeley
87894, Morten Madsen
70683, Olivier Magnan
24092, Adam Mair
56028, Ivan Majesky
95360, Igor Makarov
3334, Sergei Makarov
3335, Mikko Makela
30157, Marko Makinen
3339, Vladimir Malakhov
55124, Tomas Malec
727, Stewart Malgunas
25931, Manny Malhotra
11398, Marek Malik
77329, Evgeni Malkin
3348, Dean Malkoc
117583, Alexandre Mallet
3350, Troy Mallette
99506, Brad Malone
45143, Ryan Malone
3360, Kirk Maltby
59724, Mark Mancari
3363, Kent Manderville
16372, Mike Maneluk
24104, Cameron Mann
3372, Dave Manson
136790, Anthony Mantha
29240, Justin Mapletoft
24722, Paul Mara
16373, Norm Maracle
80463, Brad Marchand
3383, Todd Marchant
125143, Alexei Marchenko
3385, Bryan Marchment
6741, Josef Marha
127780, Martin Marincin
3393, Chris Marinucci
69041, Masi Marjamaki
15586, Jussi Markkanen
24720, Andrei Markov
23924, Danil Markov
112727, Jacob Markstrom
23724, Patrick Marleau
3401, Daniel Marois
105400, Patrick Maroon
3412, Grant Marshall
3415, Jason Marshall
89528, Kevin Marshall
3428, Matt Martin1
96752, Matt Martin2
51260, Paul Martin
145070, Spencer Martin
45102, Radek Martinek
81001, Alec Martinez
3440, Steve Martins
175314, Dominik Masin
28818, Chris Mason
89750, Steve Mason
145514, Mike Matheson
10722, Christian Matte
130937, Stefan Matteau
3461, Stephane Matteau
3463, Jamie Matthews
80226, Shawn Matthias
3473, Richard Matvichuk
63073, Greg Mauldin
76656, Ben Maxwell
3479, Alan May
3480, Brad May
90938, Robert Mayer
6059, Jamal Mayers
123358, Scott Mayfield
105402, Maxim Mayorov
122743, Marek Mazanec
19351, Chris McAllister
3492, Chris McAlpine
3494, Dean McAmmond
71968, Kendal McArdle
95363, Jamie McBain
3500, Jason McBain
14472, Mike McBain
6205, Bryan McCabe
123359, Jake McCabe
160292, Jared McCann
145517, Michael McCarron
80993, John McCarthy
3513, Sandy McCarthy
29144, Steve McCarthy
3515, Darren McCarty
14101, Alyn McCauley
3518, Trent McCleary
50112, Jay McClement
96573, Thomas McCollum
63059, Brian McConnell
50108, Cody McCormick
132702, Ian McCoshen
99570, Ryan McDonagh
26682, Andy McDonald
78560, Colin McDonald
160381, Mason McDonald
3552, Shawn McEachern
62849, Curtis McElhinney
115642, John McFarland
3565, Ryan McGill
18279, Dan McGillis
128102, Brock McGinn
80256, Jamie McGinn
106846, Tye McGinn
31753, Brian McGrattan
116161, Dylan McIlrath
3576, Marty McInnis
3578, John McIntyre
127771, Zane McIntyre
71881, Nathan McIver
3583, Randy McKay
17664, Jay McKee
116058, Greg McKegg
22548, Steve McKenna
114021, Curtis McKenzie
3595, Jim McKenzie
160295, Roland McKeown
73488, Frazer McLaren
18515, Kyle McLaren
19300, Brett McLean
3605, Kirk McLean
3608, Jamie McLennan
62530, Cody McLeod
31155, Kiel McLeod
3613, Dave Mcllwain
96673, Brandon McMillan
89499, Logan MacMillan
98196, Brayden McNabb
117532, Mark McNeill
76852, Patrick McNeill
3632, Mike McPhee
76853, Adam McQuaid
3636, Basil McRae
96575, Philip McRae
3644, Marty McSorley
54301, Derek Meech
123364, Jayson Megna
71302, Vaclav Meidl
118369, Ilari Melart
31171, Josef Melichar
3664, Scott Mellanby
73821, Justin Mercier
120966, Jon Merrill
89507, Charles-Antoine Messier
21486, Eric Messier
3687, Joby Messier
3688, Mark Messier
78465, Andrej Meszaros
71786, Marc Methot
21572, Glen Metropolit
49535, Freddy Meyer
55397, Stefan Meyer
31220, Branislav Mezei
57038, Milan Michalek
55144, Zbynek Michalek
29328, Alfie Michaud
93987, Andy Miele
50519, Antti Miettinen
87911, Vladimir Mihalik
51224, Alexei Mikhnov
73428, Brendan Mikkelson
160599, Sonny Milano
22840, Craig Millar
3717, Corey Millen
3719, Aaron Miller
69845, Drew Miller
123367, J.T. Miller
3728, Kelly Miller
108349, Kevan Miller
3729, Kevin Miller
3730, Kip Miller
45065, Ryan Miller
25968, Norm Milley
77856, Brad Mills
63734, Igor Mirnov
3745, Boris Mironov
3746, Dmitri Mironov
89822, Dale Mitchell
59701, John Mitchell
78695, Torrey Mitchell
35430, Willie Mitchell
93750, Mark Mitera
3755, Mike Modano
14082, Fredrik Modin
3757, Jaroslav Modry
45163, Travis Moen
3761, Sandy Moger
3762, Alexander Mogilny
96676, Oscar Moller
3769, Randy Moller
3771, Sergio Momesso
130620, Sean Monahan
25908, Steve Montador
3779, Jim Montgomery
170326, Brandon Montour
70291, Al Montoya
3781, Andy Moog
49522, Dominic Moore
107544, John Moore
35438, Steve Moore
6911, Ian Moran
48941, David Moravec
3790, Jayson More
11361, Ethan Moreau
120911, Jeremy Morin
143854, Samuel Morin
17666, Marc Moro
123846, Mitch Moroz
19335, Alexei Morozov
23922, Derek Morris
64551, Mike Morris
136966, Josh Morrissey
3806, Brendan Morrison
46781, Mike Morrison
50680, Shaone Morrisonn
26827, Brenden Morrow
111627, Joe Morrow
56760, David Moss
17668, Tyler Moss
98862, Johan Motin
29303, Mike Mottau
71387, Matt Moulson
26652, Mark Mowers
122893, Petr Mrazek
22015, Bill Muckalt
94087, Marcel Mueller
160205, Mirco Mueller
89967, Peter Mueller
15967, Bryan Muir
3838, Joe Mullen
3839, Kirk Muller
71849, Ryan Munce
3845, Craig Muni
41466, Matt Murley
123373, Connor Murphy
35414, Cory Murphy
3852, Gord Murphy
3853, Joe Murphy
3856, Larry Murphy
90954, Mike Murphy
121922, Ryan Murphy
56776, Andrew Murray
13787, Chris Murray
47618, Douglas Murray
31004, Garth Murray
3863, Glen Murray
6206, Marty Murray
3869, Rem Murray
120014, Ryan Murray
3872, Troy Murray
95364, Jan Mursak
3873, Dana Murzyn
123011, David Musil
3874, Frank Musil
3876, Jason Muzzatti
89797, Jake Muzzin
94206, Tyler Myers
3879, Brantt Myhres
18938, Anders Myrvold
14465, Dmitri Nabokov
28489, Evgeni Nabokov
36963, Ladislav Nagy
130533, Vladislav Namestnikov
55239, Rick Nash
83857, Riley Nash
21511, Tyson Nash
3912, Markus Naslund
3913, Mats Naslund
138989, Zach Nastasiuk
118367, Joonas Nattinen
3921, Andrei Nazarov
14095, Rumun Ndur
76997, James Neal
3923, Stanislav Neckar
160299, Alex Nedeljkovic
51204, Vaclav Nedorost
3927, Petr Nedved
6742, Zdenek Nedved
3928, Mike Needham
3930, Cam Neely
25909, Chris Neil
127790, Brock Nelson
3941, Sergei Nemchinov
120191, Patrik Nemeth
18620, David Nemirovsky
96583, Greg Nemisz
113811, Aaron Ness
115949, Andrej Nestrasil
95383, Michal Neuvirth
16388, Scott Nichol
3958, Bernie Nicholls
162486, Valeri Nichushkin
26653, Eric Nickulas
3964, Rob Niedermayer
3965, Scott Niedermayer
123014, Nino Niederreiter
28653, Chris Nielsen
62733, Frans Nielsen
3967, Jeff Nielsen
94168, Antti Niemi
30378, Ville Nieminen
120961, Matt Nieto
3969, Joe Nieuwendyk
152806, Cristoval Nieves
112968, Cristopher Nilstorp
3973, Janne Niinimaa
62645, Jesse Niinimaki
49967, Antero Niittymaki
77353, Nikita Nikitin
3974, Andrei Nikolishin
78680, Alexander Nikulin
16605, Marcus Nilson
120937, Anders Nilsson
70767, Robert Nilsson
87879, Matt Niskanen
80973, Andreas Nodl
122895, Stefan Noesen
70501, Petteri Nokelainen
89726, Jordan Nolan
3983, Owen Nolan
3987, Brian Noonan
36964, Niklas Nordgren
51195, Jonas Nordqvist
127777, Joakim Nordstrom
36994, Peter Nordstrom
80471, Maxim Noreau
33995, Mika Noronen
40224, Fredrik Norrena
3998, Mattias Norstrom
26603, Brad Norton
4006, Jeff Norton
144787, Tomas Nosek
50493, Filip Novak
31810, Ivan Novoseltsev
59881, Jiri Novotny
117125, Ryan Nugent-Hopkins
19188, Petteri Nummelin
4015, Teppo Numminen
23708, Kai Nurminen
49928, Pasi Nurminen
131921, Darnell Nurse
29290, Lawrence Nycholat
127573, Magnus Nygren
4017, Michael Nylander
166009, William Nylander
113830, Gustav Nyquist
63226, Eric Nystrom
4052, Adam Oates
97817, Jim O'Brien
55180, Shane O'Brien
72665, Ryan O'Byrne
4058, Lyle Odelein
112782, Eric O'Dell
4060, Jeff Odgers
4061, Gino Odjick
4033, Sean O'Donnell
55101, Johnny Oduya
14084, Mattias Ohlund
93992, Kyle Okposo
4067, Roman Oksiuta
4069, Fredrik Olausson
4070, Ed Olczyk
127802, Sondre Olden
117317, Jamie Oleksiak
97820, Steven Oleksy
57027, Rostislav Olesz
4072, David Oliver
4075, Krzysztof Oliwa
147496, Gustav Olofsson
112346, Dylan Olsen
21514, Christer Olsson
78360, Darin Olver
93997, Mark Olver
45044, Jimmie Olvestad
94565, Linus Omark
76864, Ryan O'Marra
45226, Ben Ondrus
4043, Jeff O'Neill
76865, Cal O'Reilly
105153, Ryan O'Reilly
73812, Victor Oreskovich
106574, Dmitry Orlov
45036, Brooks Orpik
46438, Colton Orr
25030, Vladimir Orszagh
120919, Joni Ortio
49567, Jed Ortmeyer
89696, Oskar Osala
4088, Mark Osborne
4089, Chris Osgood
81042, T.J. Oshie
6214, Chris O'Sullivan
59745, Patrick O'Sullivan
50277, Steve Ott
4095, Joel Otto
35723, Maxime Ouellet
43909, Michel Ouellet
122660, Xavier Ouellet
63735, Alex Ovechkin
64479, Nathan Oystrick
4104, Sandis Ozolinsh
117142, Magnus Paajarvi
99420, Max Pacioretty
4108, Jim Paek
46423, Nathan Paetsch
122661, Jean-Gabriel Pageau
20491, Samuel Pahlsson
55220, Daniel Paille
122662, Ondrej Palat
4119, Zigmund Palffy
120908, Kyle Palmieri
89702, Nick Palmieri
94000, Aaron Palushaj
6210, Jay Pandolfo
108683, Richard Panik
25887, Justin Papineau
136773, Cedric Paquette
106672, Philippe Paradis
70582, Adam Pardy
13781, Rich Parent
76868, Ryan Parent
55024, Pierre-Alexandre Parenteau
71418, Zach Parise
6207, Richard Park
28680, Scott Parker
24461, Mark Parrish
45094, George Parros
69877, Scott Parse
40262, Timo Parssinen
4167, Greg Paslawski
97936, Edward Pasquale
4170, Steve Passmore
166010, David Pastrnak
37486, Pavel Patera
99569, Greg Pateryn
4181, James Patrick
4185, Colin Patterson
55706, Dmitri Patzold
87861, Ondrej Pavelec
69898, Joe Pavelski
23090, Serge Payer
3897, Pat Peake
4204, Rob Pearson
4205, Scott Pearson
130530, Tanner Pearson
28833, Stephen Peat
4207, Mike Peca
101725, Alexander Pechurskiy
80213, Theo Peckham
4210, Denis Pederson
4212, Tom Pederson
76869, Matt Pelech
4220, Scott Pellerin
22104, Jean-Marc Pelletier
80478, Pier-Olivier Pelletier
69096, Rod Pelley
4223, Ville Peltonen
89723, Anthony Peluso
27845, Mike Peluso2
4224, Mike Peluso1
77717, Dustin Penner
4231, Chad Penney
122896, Stuart Percy
56797, Alexander Perezhogin
161291, Brendan Perlini
54988, Joel Perrault
89510, Mathieu Perreault
4250, Yanic Perreault
18068, Eric Perrin
95960, David Perron
19354, Nathan Perrott
59656, Corey Perry
95355, Dennis Persson
37573, Niklas Persson
18942, Ricard Persson
62658, Janne Pesonen
134195, Nicolas Petan
31206, Andrew Peters
71879, Justin Peters
30633, Toby Petersen
113813, Andre Petersson
56794, Richard Petiot
4264, Michel Petit
94004, Nick Petrecki
78383, Lennart Petrell
96447, Kirill Petrov
4266, Oleg Petrov
111629, Alexander Petrovic
4268, Robert Petrovicky
28802, Ronald Petrovicky
94006, Jeff Petry
87888, Fredrik Pettersson
172754, Marcus Pettersson
42515, Matt Pettinger
54871, Rich Peverley
62548, Dion Phaneuf
19311, Chris Phillips
122666, Zack Phillips
62277, Alexandre Picard2
70731, Alexandre Picard1
4281, Michel Picard
110237, Calvin Pickard
90124, Chet Pickard
83791, Casey Pierro-Zabotel
96594, Alex Pietrangelo
4289, Frank Pietrangelo
50543, Tuomas Pihlman
76156, Antti Pihlstrom
56020, Ilkka Pikkarainen
56847, Karel Pilar
4290, Rich Pilon
78547, Adam Pineault
22927, Lasse Pirjeta
50504, Esa Pirnes
36969, Kamil Piros
115241, Brandon Pirri
19331, Ales Pisa
29966, Fernando Pisani
56053, Joni Pitkanen
4299, Lance Pitlick
123515, Tyler Pitlick
13608, Domenic Pittis
51252, Libor Pivko
4301, Michal Pivonka
81719, Alexandre Plante
4308, Derek Plante
77284, Tyler Plante
59684, Geoff Platt
56385, Tomas Plekanec
45137, Vaclav Pletka
56832, Tomas Plihal
4322, Steve Poapst
54532, Thomas Pock
4325, Shjon Podein
11394, Jason Podollan
4328, Rudy Poeschek
73463, Justin Pogge
55416, Igor Pohanka
42549, Johnny Pohl
151992, Brayden Point
143820, Emile Poirier
132426, Ville Pokka
84851, Sasha Pokulok
78701, Roman Polak
56993, Vojtech Polak
122668, Adam Polasek
160216, Brett Pollock
56838, Alexander Polushin
43775, Jason Pominville
98867, Brett Ponich
36997, Alexei Ponikarovsky
42483, Mark Popovic
4348, Peter Popovic
78556, Tomas Popperle
69820, Chris Porter
78689, Kevin Porter
19328, Marek Posmyk
82752, Tomas Pospisil
82963, Paul Postma
28207, Brian Pothier
19341, Tom Poti
67789, Corey Potter
67656, Ryan Potulny
4356, Felix Potvin
728, Marc Potvin
4360, Dave Poulin
97433, Kevin Poulin
4362, Patrick Poulin
76875, Benoit Pouliot
124697, Derrick Pouliot
61459, Marc-Antoine Pouliot
77764, Darroll Powe
17930, Nolan Pratt
49763, Tom Preissing
4379, Wayne Presley
134463, Daniel Pribyl
72046, Carey Price
725, Keith Primeau
11363, Wayne Primeau
4391, Bob Probert
4393, Martin Prochazka
139635, Nikolay Prokhorkin
4395, Vitali Prokhorov
13609, Mike Prokopec
4397, Chris Pronger
11379, Sean Pronger
4403, Vaclav Prospal
74671, Nate Prosser
96596, Dalton Prout
63016, Petr Prucha
45129, Martin Prusek
71778, Brandon Prust
122899, Matt Puempel
118379, Teemu Pulkkinen
130691, Ryan Pulock
4415, Daren Puppa
76732, Teddy Purcell
28491, Dale Purinton
72657, Konstantin Pushkarev
4420, Jamie Pushor
31777, Taylor Pyatt
76878, Tom Pyatt
56055, Mika Pyorala
110238, Mark Pysyk
152001, John Quenneville
87893, Jonathan Quick
71785, Kyle Quincey
4427, Dan Quinn
4430, Deron Quint
4431, Stephane Quintal
112590, Antti Raanta
36973, Karel Rachunek
4433, Andre Racicot
4436, Yves Racine
42300, Branko Radivojevic
