ID,ABBR,RESERVE,NHL
myniosa01,UTA,R,VAN
nymanja01,UTA,R,SEA
petteel01,UTA,R,VAN
petteel02,UTA,R,VAN
rasmumi01,UTA,R,DET
schenbr01,UTA,R,NYI
skjeibr01,UTA,R,NSH
spellaj01,UTA,R,CHI
stamkst01,UTA,R,NSH
anderra01,UTA,,VEG
blankni01,UTA,,COL
catesno01,UTA,,PHI
hughequ01,UTA,,MIN
pointbr01,UTA,,TBL
schmiak01,UTA,,VEG
sidorye01,UTA,,ANA
sturmni01,UTA,,MIN
allenja01,VAN,R,NJD
beniema01,VAN,R,SEA
cecico01,VAN,R,LAK
demkoth01,VAN,R,VAN
fleurca01,VAN,R,SEA
frondan01,VAN,R,CHI
kemeljo01,VAN,R,NSH
kuralse01,VAN,R,BOS
lindsca01,VAN,R,CBJ
luostee01,VAN,R,FLA
matthau01,VAN,R,TOR
mazurca01,VAN,R,DET
mintefr01,VAN,R,BOS
morrosc02,VAN,R,NYR
perrega01,VAN,R,NYR
pulocry01,VAN,R,NYI
raymolu01,VAN,R,DET
tanevch01,VAN,R,TOR
turcoal02,VAN,R,LAK
beckow01,VAN,,MTL
blaissa01,VAN,,MTL
davidja01,VAN,,MTL
druryja01,VAN,,COL
engstad01,VAN,,MTL
guhleka01,VAN,,MTL
jiricda01,VAN,,PHI
koivuaa01,VAN,,MTL
moonejo01,VAN,,MTL
ritchry01,VAN,,MIN
xhekaar01,VAN,,MTL
xhekafl01,VAN,,MTL
zharoal01,VAN,,MTL
chaboth01,VEG,R,OTT
chychja01,VEG,R,WSH
duclaan01,VEG,R,NYI
duhaibr01,VEG,R,WSH
dumoubr01,VEG,R,LAK
hamblja01,VEG,R,---
hugheja03,VEG,R,NJD
ioriovi01,VEG,R,NYR
lyubuil01,VEG,R,DAL
mcilrdy01,VEG,R,WSH
mckowhu01,VEG,R,---
mcmicco01,VEG,R,WSH
nosekto01,VEG,R,FLA
protaal01,VEG,R,WSH
sandira01,VEG,R,WSH
sherwki01,VEG,R,SJS
sogaama01,VEG,R,OTT
sourdju01,VEG,R,WSH
steelsa01,VEG,R,DAL
stevecl01,VEG,R,WSH
stuetti02,VEG,R,OTT
vanritr01,VEG,R,WSH
vilarga01,VEG,R,WPG
wolfdu01,VEG,R,CGY
barbaiv01,VEG,,VEG
behrese01,VEG,,COL
chaffmi01,VEG,,TBL
dowdni01,VEG,,VEG
dvorach01,VEG,,PHI
johanma03,VEG,,MIN
kapanol01,VEG,,MTL
mcdonry01,VEG,,TBL
samuema02,VEG,,BUF
webbeca01,VEG,,CAR
blackco01,WPG,R,DAL
brazeju01,WPG,R,PIT
bruniha01,WPG,R,PIT
crevilo01,WPG,R,CHI
dellaty01,WPG,R,SJS
doughdr01,WPG,R,LAK
faksara01,WPG,R,DAL
faulkju01,WPG,R,DET
horvabo01,WPG,R,NYI
ingraco01,WPG,R,EDM
jarrytr01,WPG,R,EDM
kanepa01,WPG,R,DET
karlser01,WPG,R,PIT
klingjo01,WPG,R,SJS
koivuvi01,WPG,R,PIT
kopitan01,WPG,R,LAK
letankr01,WPG,R,PIT
lizotbl01,WPG,R,PIT
malkiev01,WPG,R,PIT
mcgroru01,WPG,R,PIT
murasse01,WPG,R,PIT
murphco02,WPG,R,EDM
novakth01,WPG,R,PIT
pickaca01,WPG,R,EDM
rakelri01,WPG,R,PIT
sheary01,WPG,R,PIT
stivajo01,WPG,R,PIT
zibanmi01,WPG,R,NYR
blackma01,WPG,,COL
hallta02,WPG,,CAR
huttobe01,WPG,,VEG
krebspe01,WPG,,BUF
kulakbr01,WPG,,COL
petryje01,WPG,,MIN
saadbr01,WPG,,VEG
treniya01,WPG,,MIN
boqviad01,WSH,R,NYI
carlobr01,WSH,R,TOR
cizikca01,WSH,R,NYI
comphj.01,WSH,R,DET
forsban01,WSH,R,LAK
freijal01,WSH,R,WPG
greenli01,WSH,R,LAK
grubaph01,WSH,R,SEA
hemmiem01,WSH,R,DAL
jellvos01,WSH,R,BOS
jokihhe01,WSH,R,BOS
kudryki01,WSH,R,VAN
kuninlu01,WSH,R,FLA
leddyni01,WSH,R,SJS
lyselfa01,WSH,R,BOS
manthan01,WSH,R,PIT
marchbr03,WSH,R,FLA
mcavoch01,WSH,R,BOS
merkuge01,WSH,R,BOS
merzlel01,WSH,R,CBJ
mirosiv01,WSH,R,WSH
monahse01,WSH,R,CBJ
nurseda01,WSH,R,EDM
rantami01,WSH,R,DAL
reidca01,WSH,R,NSH
stenlke01,WSH,R,UTA
vaakaur01,WSH,R,NYR
wilsoto01,WSH,R,WSH
zellewi01,WSH,R,BOS
bonkol01,WSH,,PHI
carrisa01,WSH,,BUF
glendlu01,WSH,,PHI
kotkaje01,WSH,,CAR
mcleory01,WSH,,BUF
sanhetr01,WSH,,PHI
